"Token","ShortName","Series","CompanyName","TickSize","LotSize","ScripCode","MarketLot","BCastFlag","AVMBuyMargin","AVMSellMargin","ScripID","ScripName","GroupName","NdFlag","NDSDate","NDEDate","SuspStatus","avmflag","SuspensionReason","Suspensiondate","DateOfListing","DateOfDeListing","IssuePrice","FaceValue","ISINCode","52WeeksHigh","52WeeksLow","LifeTimeHigh","LifeTimeLow","HighDate","LowDate","MarginPercentage","ExchangeCode"
"51081","BHAOFS","DR","BHARTI INFRATEL LIMITED",0,1,"51081",0,0,0,0,"INFRATEL","BHARTI INFRATEL LIMITED","","","","","","","","","","",0,10,"INE000000081",0,0,0,0,"","","","INFRATEL"
"509449","BHAOXY","DR","BHAGWATI OXYGEN LTD",52.96,1,"509449",0,0,0,0,"BHAGWOX","BHAGWATI OXYGEN LTD","","","","","","","","","","",35.32,10,"INE026I01010",69.05,34.25,104.3,1.2,"","","","BHAGWOX"
"541096","BHAPAR","C","BHARAT PARENTERALS LIMITED",1470.6,1,"541096",0,0,0,0,"BPLPHARMA","BHARAT PARENTERALS LIMITED","","","","","","","","","","",1330.6,10,"INE365Y01019",1824.7,361,1824.7,116.25,"","","","BPLPHARMA"
"500547","BHAPET","DR","BHARAT PETROLEUM CORPN LTD",677.65,1,"500547",0,0,0,0,"BPCL","BHARAT PETROLEUM CORPN LTD","","","","","","","","","","",554.45,10,"INE029A01011",687.65,331.5,687.65,10.89,"","","","BPCL"
"890157","BHAPP1","DR","BHARTI AIRTEL EQ PP RS 1.25",1123.7,1,"890157",0,0,0,0,"AIRTELPP","BHARTI AIRTEL EQ PP RS 1.25","","","","","","","","","","",919.4,0,"IN9397D01014",1089.95,436.75,1089.95,259,"","","","AIRTELPP"
"890122","BHAPPS","DR","SHREE BHAWANI PARTLY PAIDUP",0,1,"890122",0,0,0,0,"","SHREE BHAWANI PARTLY PAIDUP","","","","","","","","","","",0,5,"IN9688C01018",0,0,0,0,"","","",""
"540621","BHAPRO","DR","BHAGYANAGAR PROPERTIES LIMITED",46.2,1,"540621",0,0,0,0,"BHAGYAPROP","BHAGYANAGAR PROPERTIES LIMITED","","","","","","","","","","",37.8,2,"INE363W01018",46.35,26.5,46.35,16.1,"","","","BHAGYAPROP"
"590021","BHARAS","DR","BHARAT RASAYAN LIMITED",13961,1,"590021",0,0,0,0,"BHARATRAS","BHARAT RASAYAN LIMITED","","","","","","","","","","",9307.4,10,"INE838B01013",13262.4,8351.05,15100,10,"","","","BHARATRAS"
"750673","BHARE1","C","BHARTI AIRTEL RIGHTS ENTITLEM",289,1,"750673",0,0,0,0,"AIRTEL-RE","BHARTI AIRTEL RIGHTS ENTITLEM","","","","","","","","","","",123.9,5,"INE397D20024",228,151.1,228,151.1,"","","","AIRTEL-RE"
"540700","BHAROA","C","BHARAT ROAD NETWORK",50.81,1,"540700",0,0,0,0,"BRNL","BHARAT ROAD NETWORK","","","","","","","","","","",48.83,10,"INE727S01012",97.5,26,218.65,24,"","","","BRNL"
"523229","BHASEA","DR","BHARAT SEATS LTD",183.6,1,"523229",0,0,0,0,"BHARATSE","BHARAT SEATS LTD","","","","","","","","","","",122.4,2,"INE415D01024",204.2,116,273.9,0.9,"","","","BHARATSE"
"524750","BHASTA","DR","BHARAT STARCH INDUS.",0,1,"524750",0,0,0,0,"","BHARAT STARCH INDUS.","","","","","","","","","","",0,10,"INE030D01013",6.6,1.35,35,1.1,"","","",""
"540956","BHATCO","C","BHATIA COMMUNICATION RET LTD",21.6,1,"540956",0,0,0,0,"BHATIA","BHATIA COMMUNICATION RET LTD","","","","","","","","","","",19.56,1,"INE341Z01025",38.9,13.1,59.5,6.08,"","","","BHATIA"
"531029","BHATEX","C","BHARAT TEXTILES & PR",12.39,1,"531029",0,0,0,0,"BHATEXT","BHARAT TEXTILES & PR","","","","","","","","","","",11.21,10,"INE201N01019",11.8,6.61,15.5,0.75,"","","","BHATEXT"
"530891","BHAUDH","C","RKB AGRO INDUSTRIES LIMITED",5.97,1,"530891",0,0,0,0,"RKB","RKB AGRO INDUSTRIES LIMITED","","","","","","","","","","",5.41,10,"INE740A01013",6.03,2.56,53.4,0.85,"","","","RKB"
"539799","BHAWIR","DR","BHARAT WIRE ROPES LIMITED",326.6,1,"539799",0,0,0,0,"BHARATWIRE","BHARAT WIRE ROPES LIMITED","","","","","","","","","","",217.8,10,"INE316L01019",401.9,170.4,401.9,10.5,"","","","BHARATWIRE"
"750708","BHCRE1","C","BHAGIRADHA CHEM IND RIGHTS ENT",769.2,1,"750708",0,0,0,0,"BCIL-RE","BHAGIRADHA CHEM IND RIGHTS ENT","","","","","","","","","","",329.7,1,"INE414D20019",585,451,585,451,"","","","BCIL-RE"
"518017","BHECEM","C","BHEEMA CEMENTS LIMITED",25.04,1,"518017",0,0,0,0,"BHEEMACEM","BHEEMA CEMENTS LIMITED","","","","","","","","","","",22.66,10,"INE333H01020",43.99,21,190,5.37,"","","","BHEEMACEM"
"500103","BHEL","DR","BHARAT HEAVY ELECTRICALS LTD",326.7,1,"500103",0,0,0,0,"BHEL","BHARAT HEAVY ELECTRICALS LTD","","","","","","","","","","",267.3,2,"INE257A01026",322.35,83.3,390,4.42,"","","","BHEL"
"51191","BHEOFS","C","BHEEMA CEMENTS LTD OFS",0,1,"51191",0,0,0,0,"BHEEMACEM","BHEEMA CEMENTS LTD OFS","","","","","","","","","","",0,10,"INE000000191",0,0,0,0,"","","","BHEEMACEM"
"512447","BHETRA","C","BHERAV TRADING (P)",0.44,1,"512447",0,0,0,0,"INNOVIS","BHERAV TRADING (P)","","","","","","","","","","",0.4,1,"INE880C01021",2.71,0.27,3.35,0.13,"","","","INNOVIS"
"750680","BHGRE1","C","BHARAT GEARS RIGHTS ENTITLEME",145.1,1,"750680",0,0,0,0,"BGEAR-RE","BHARAT GEARS RIGHTS ENTITLEME","","","","","","","","","","",62.2,10,"INE561C20019",190,18.1,190,18.1,"","","","BGEAR-RE"
"750809","BHHRE1","C","BHANDARI HOSIERY EXPORTS RE",1.76,1,"750809",0,0,0,0,"BHANDA-RE","BHANDARI HOSIERY EXPORTS RE","","","","","","","","","","",0.76,2,"INE474E20011",2.65,0.85,2.65,0.85,"","","","BHANDA-RE"
"522283","BHIENG","DR","BHILAI ENGINEERING C",63,1,"522283",0,0,0,0,"","BHILAI ENGINEERING C","","","","","","","","","","",57,10,"",0,0,88,60,"","","",""
"514272","BHISPI","DR","BHILWARA SPINNERS LTD",140.25,1,"514272",0,0,0,0,"BHILSPIN","BHILWARA SPINNERS LTD","","","","","","","","","","",93.55,10,"INE436C01014",159.9,40.4,159.9,1.05,"","","","BHILSPIN"
"533108","BHITEC","DR","BHILWARA TECHNICAL TEXTILES LI",58.74,1,"533108",0,0,0,0,"BTTL","BHILWARA TECHNICAL TEXTILES LI","","","","","","","","","","",48.06,1,"INE274K01012",55.58,14.16,55.58,3.25,"","","","BTTL"
"530879","BHITEX","DR","CAPITAL INDIA FINANCE LIMITED",134.4,1,"530879",0,0,0,0,"CIFL","CAPITAL INDIA FINANCE LIMITED","","","","","","","","","","",89.6,10,"INE345H01016",164.7,91.02,226.56,33.28,"","","","CIFL"
"506027","BHOALU","C","BHORUKA ALUMINIUM LTD",0.44,1,"506027",0,0,0,0,"BHRKALM","BHORUKA ALUMINIUM LTD","","","","","","","","","","",0.4,10,"INE866G01013",1.89,0.37,53.25,0.25,"","","","BHRKALM"
"509728","BHOGAS","DR","BHURUKA GASES LIMITED",0,1,"509728",0,0,0,0,"","BHURUKA GASES LIMITED","","","","","","","","","","",0,10,"INE880D01029",40.5,15.5,77.35,1.1,"","","",""
"523808","BHOIND","DR","BHOR INDUSTRIES LTD",3.84,1,"523808",0,0,0,0,"BHORIND","BHOR INDUSTRIES LTD","","","","","","","","","","",2.56,10,"INE160C01010",6.6,1.08,140,1.08,"","","","BHORIND"
"530841","BHOINT","C","SHRI BHOLANATH CARPETS LIMITED",19.63,1,"530841",0,0,0,0,"SHRIBCL","SHRI BHOLANATH CARPETS LIMITED","","","","","","","","","","",17.77,10,"INE151F01012",19.65,7.14,29,1.15,"","","","SHRIBCL"
"504997","BHOSTE","DR","BHORUKA STEEL & SERVICES LTD",0,1,"504997",0,0,0,0,"","BHORUKA STEEL & SERVICES LTD","","","","","","","","","","",0,1,"INE152I01014",49.05,10.94,233.33,0.8,"","","",""
"750790","BHRE1","C","BHAKTI GEMS AND JEWELLERY RE",0.96,1,"750790",0,0,0,0,"BGJL-RE","BHAKTI GEMS AND JEWELLERY RE","","","","","","","","","","",0.64,10,"INE986W20016",1.58,0.5,1.58,0.5,"","","","BGJL-RE"
"522193","BHUIND","DR","BIL INDUSTRIES LTD",5.3,1,"522193",0,0,0,0,"","BIL INDUSTRIES LTD","","","","","","","","","","",4.8,10,"",0,0,185,2.9,"","","",""
"500055","BHUST","C","TATA STEEL BSL LIMITED",89.8,1,"500055",0,0,0,0,"TATASTLBSL","TATA STEEL BSL LIMITED","","","","","","","","","","",81.3,2,"INE824B01021",109.6,28.1,531.75,15.25,"","","","TATASTLBSL"
"513333","BHUSTE","C","BHUWALKA STEEL INDUSTRIES LTD",4.68,1,"513333",0,0,0,0,"BHUWALST","BHUWALKA STEEL INDUSTRIES LTD","","","","","","","","","","",4.24,10,"INE069C01013",9.39,4.46,65.9,1.98,"","","","BHUWALST"
"524725","BHUTRI","C","BHUVAN TRIPURA IND.",0.37,1,"524725",0,0,0,0,"BHUTI","BHUVAN TRIPURA IND.","","","","","","","","","","",0.35,1,"INE604B01027",0.84,0.12,2.5,0.05,"","","","BHUTI"
"540061","BIGCON","DR","BIGBLOC CONSTRUCTION LIMITED",281.5,1,"540061",0,0,0,0,"BIGBLOC","BIGBLOC CONSTRUCTION LIMITED","","","","","","","","","","",187.7,2,"INE412U01025",284,137.55,284,4.24,"","","","BIGBLOC"
"500058","BIHSPO","C","BIHAR SPONGE IRON LTD",14.51,1,"500058",0,0,0,0,"BIHSPONG","BIHAR SPONGE IRON LTD","","","","","","","","","","",13.95,10,"INE819C01011",22.44,8.01,65,0.33,"","","","BIHSPONG"
"524723","BIJHAN","DR","BIJOY HANS LTD",24.15,1,"524723",0,0,0,0,"","BIJOY HANS LTD","","","","","","","","","","",21.85,10,"",24.25,20.5,98,20.05,"","","",""
"512313","BIJTRA","C","BIJLEE TEXTILES LTD",68.75,1,"512313",0,0,0,0,"BIJLTEX","BIJLEE TEXTILES LTD","","","","","","","","","","",62.25,10,"INE368F01012",62.4,62.4,65.5,4.75,"","","","BIJLTEX"
"543653","BIKFOO","DR","BIKAJI FOODS INT LIMITED",797.5,1,"543653",0,0,0,0,"BIKAJI","BIKAJI FOODS INT LIMITED","","","","","","","","","","",652.5,1,"INE00E101023",745,403.5,745,303.05,"","","","BIKAJI"
"531906","BILATI","DR","BILATI (ORISSA)",10.5,1,"531906",0,0,0,0,"","BILATI (ORISSA)","","","","","","","","","","",9.5,10,"",0,0,0,0,"","","",""
"533321","BILENE","C","BIL ENERGY SYSTEMS LIMITED",0.69,1,"533321",0,0,0,0,"BILENERGY","BIL ENERGY SYSTEMS LIMITED","","","","","","","","","","",0.63,1,"INE607L01029",1.15,0.53,6.57,0.29,"","","","BILENERGY"
"543209","BILIND","DR","BILLWIN INDUSTRIES LTD",47.3,1,"543209",0,0,0,0,"BILLWIN","BILLWIN INDUSTRIES LTD","","","","","","","","","","",38.7,10,"INE0CRS01012",68.9,39,70.13,9.26,"","","","BILLWIN"
"526853","BILLI","DR","BILCARE LIMITED",69.34,1,"526853",0,0,0,0,"BI","BILCARE LIMITED","","","","","","","","","","",46.24,10,"INE986A01012",95.4,51,1830,5,"","","","BI"
"531590","BILLIM","C","BILPOWER LIMITED",0.58,1,"531590",0,0,0,0,"BILPOWER","BILPOWER LIMITED","","","","","","","","","","",0.54,10,"INE952D01018",1.62,0.51,187,0.51,"","","","BILPOWER"
"750860","BILRE1","C","BILLWIN INDUSTRIES LTD RE",13.3,1,"750860",0,0,0,0,"BILLWIN-RE","BILLWIN INDUSTRIES LTD RE","","","","","","","","","","",5.7,10,"INE0CRS20012",12,6,12,6,"","","","BILLWIN-RE"
"505681","BIMBEA","DR","BIMETAL BEARINGS LTD",777.15,1,"505681",0,0,0,0,"BIMETAL","BIMETAL BEARINGS LTD","","","","","","","","","","",518.15,10,"INE469A01019",730,441.45,730,67.25,"","","","BIMETAL"
"532849","BINCEM","DR","BINANI CEMENT LTD",0,1,"532849",0,0,0,0,"BINANICEM","BINANI CEMENT LTD","","","","","","","","","","",0,10,"INE042H01019",108.8,75.65,130,24.95,"","","","BINANICEM"
"540148","BINEXP","C","BINDAL EXPORTS LTD",23.73,1,"540148",0,0,0,0,"BINDALEXPO","BINDAL EXPORTS LTD","","","","","","","","","","",21.47,10,"INE564V01013",23,16.1,28.6,3.22,"","","","BINDALEXPO"
"500059","BININD","C","BINANI INDUSTRIES LIMITED",17.35,1,"500059",0,0,0,0,"BINANIIND","BINANI INDUSTRIES LIMITED","","","","","","","","","","",15.71,10,"INE071A01013",21.12,13.22,408,5.43,"","","","BINANIIND"
"535620","BINMIL","C","BINNY MILLS LIMITED",218.45,1,"535620",0,0,0,0,"BINNYMILLS","BINNY MILLS LIMITED","","","","","","","","","","",197.65,10,"INE160L01011",241.95,82.25,3500,23.8,"","","","BINNYMILLS"
"514215","BINNY","C","BINNY LTD",156.45,1,"514215",0,0,0,0,"BINNY","BINNY LTD","","","","","","","","","","",141.55,5,"INE118K01011",308,141,453.8,1,"","","","BINNY"
"523054","BINPRO","C","BINAYAK TEX PROCESSORS LTD",1757.95,1,"523054",0,0,0,0,"ZBINTXPP","BINAYAK TEX PROCESSORS LTD","","","","","","","","","","",1590.55,10,"INE626H01019",1594.55,691.85,1793.2,5.5,"","","","ZBINTXPP"
"514344","BINSY","DR","BINACA SYNTH. RESINS",2.62,1,"514344",0,0,0,0,"","BINACA SYNTH. RESINS","","","","","","","","","","",2.38,10,"",0,0,65,1,"","","",""
"514298","BINSYN","DR","BINDU SYNTHETICS",8.04,1,"514298",0,0,0,0,"","BINDU SYNTHETICS","","","","","","","","","","",7.28,10,"",8.4,7.3,36.25,0.4,"","","",""
"524396","BIOCHE","DR","BIOFIL CHEMICALS & PHARMACEUTI",73.26,1,"524396",0,0,0,0,"BIOFILCHEM","BIOFIL CHEMICALS & PHARMACEUTI","","","","","","","","","","",48.84,10,"INE829A01014",78.8,42.2,352.45,0.3,"","","","BIOFILCHEM"
"532523","BIOCON","DR","BIOCON LIMITED",366,1,"532523",0,0,0,0,"BIOCON","BIOCON LIMITED","","","","","","","","","","",299.5,5,"INE376G01013",349.45,217.5,631.5,14.43,"","","","BIOCON"
"534535","BIOGRE","C","BIO GREEN PAPERS LTD",1.9,1,"534535",0,0,0,0,"BGPL","BIO GREEN PAPERS LTD","","","","","","","","","","",1.72,10,"INE958L01018",3.78,1.56,8.45,0.95,"","","","BGPL"
"532330","BIOIND","C","BIOPAC INDIA CORPORATION LTD",2.08,1,"532330",0,0,0,0,"BIOPAC","BIOPAC INDIA CORPORATION LTD","","","","","","","","","","",1.9,10,"INE998A01017",4.7,1.55,54.05,1.47,"","","","BIOPAC"
"531372","BIOPHA","DR","BIOWIN PHARMA (INDIA",4.2,1,"531372",0,0,0,0,"BIOWIN","BIOWIN PHARMA (INDIA","","","","","","","","","","",2.8,10,"INE244D01010",0,0,15.75,0.15,"","","","BIOWIN"
"542863","BIRBAN","DR","ADITYA BIRLA SL NIFTY BANK ETF",61.29,1,"542863",0,0,0,0,"ABSLBANETF","ADITYA BIRLA SL NIFTY BANK ETF","","","","","","","","","","",40.86,10,"INF209KB17D5",54.75,42.45,54.75,16.1,"","","","ABSLBANETF"
"512332","BIRCAP","C","BIRLA CAPITAL & FINANCIAL SERV",0.21,1,"512332",0,0,0,0,"BIRLACAP","BIRLA CAPITAL & FINANCIAL SERV","","","","","","","","","","",0.19,2,"INE776E01027",0.2,0.19,27.05,0.19,"","","","BIRLACAP"
"511479","BIRCEN","DR","BIRLA CENTURY FINANCE LTD",0,1,"511479",0,0,0,0,"","BIRLA CENTURY FINANCE LTD","","","","","","","","","","",0,10,"INE164C01012",11.85,4.9,75,4.9,"","","",""
"538364","BIRCHA","C","BIRDHI CHAND PANNALAL AGEN LTD",0.49,1,"538364",0,0,0,0,"BCPAL","BIRDHI CHAND PANNALAL AGEN LTD","","","","","","","","","","",0.45,1,"INE795P01023",1.04,0.47,76.5,0.47,"","","","BCPAL"
"500335","BIRCOR","DR","BIRLA CORPORATION LTD",1847.75,1,"500335",0,0,0,0,"BIRLACORPN","BIRLA CORPORATION LTD","","","","","","","","","","",1231.85,10,"INE340A01012",1801.25,1061.3,1801.25,11,"","","","BIRLACORPN"
"533006","BIRCOT","C","BIRLA COTSYN (INDIA) LIMITED",0.13,1,"533006",0,0,0,0,"BIRLACOT","BIRLA COTSYN (INDIA) LIMITED","","","","","","","","","","",0.13,1,"INE655I01024",0.13,0.08,1.46,0.03,"","","","BIRLACOT"
"500060","BIRERI","DR","BIRLA CABLE LIMITED",292.3,1,"500060",0,0,0,0,"BIRLACABLE","BIRLA CABLE LIMITED","","","","","","","","","","",194.9,10,"INE800A01015",432.55,164,432.55,5.8,"","","","BIRLACABLE"
"500064","BIRGLO","DR","BIRLA GLOBAL FINANCE LTD",0,1,"500064",0,0,0,0,"","BIRLA GLOBAL FINANCE LTD","","","","","","","","","","",0,10,"INE097A01018",303.5,80,303.5,8.85,"","","",""
"522105","BIRKEN","DR","BIRLA PRECISION TECHNOLOGIES L",62.77,1,"522105",0,0,0,0,"BIRLAPREC","BIRLA PRECISION TECHNOLOGIES L","","","","","","","","","","",56.81,2,"INE372E01025",76.69,37.67,124.8,1.86,"","","","BIRLAPREC"
"542230","BIRNEX","DR","ADITYA BIR SUNLIF NIF NXT50ETF",89.77,1,"542230",0,0,0,0,"ABSLNN50ET","ADITYA BIR SUNLIF NIF NXT50ETF","","","","","","","","","","",59.84,10,"INF209KB16D7",78.7,43.34,67.08,16.6,"","","","ABSLNN50ET"
"543474","BIRNIF","DR","ADITYA BIRLA SUNLIFENIFTY50ETF",32.32,1,"543474",0,0,0,0,"BSLNIFTY","ADITYA BIRLA SUNLIFENIFTY50ETF","","","","","","","","","","",21.55,10,"INF209KB19D1",28.6,20.9,28.6,15.1,"","","","BSLNIFTY"
"51021","BIROFS","DR","3M INDIA LTD OFS",0,1,"51021",0,0,0,0,"BIROFS","3M INDIA LTD OFS","","","","","","","","","","",0,10,"INE000000021",0,0,0,0,"","","","BIROFS"
"533469","BIRPAC","C","BIRLA PACIFIC MEDSPA LIMITED",0.29,1,"533469",0,0,0,0,"BIRLAPAC","BIRLA PACIFIC MEDSPA LIMITED","","","","","","","","","","",0.27,10,"INE341L01017",0.76,0.25,30.7,0.25,"","","","BIRLAPAC"
"540008","BIRSEN","DR","ADITYABIRLA SLS&PBSESENSEX ETF",91.3,1,"540008",0,0,0,0,"BSLSENETFG","ADITYABIRLA SLS&PBSESENSEX ETF","","","","","","","","","","",60.87,10,"INF209KB10E8",78.61,50.55,294.15,29,"","","","BSLSENETFG"
"531428","BIRTHE","C","BIRMINGHAM THERMOTEC",0.42,1,"531428",0,0,0,0,"BIRMT","BIRMINGHAM THERMOTEC","","","","","","","","","","",0.38,10,"INE782B01013",1.93,0.18,41,0.18,"","","","BIRMT"
"503823","BIRTRA","C","BIRLA TRANSASIA CARPETS LTD",7.87,1,"503823",0,0,0,0,"BIRLATR","BIRLA TRANSASIA CARPETS LTD","","","","","","","","","","",7.13,10,"INE646O01013",7.5,3.6,159.7,3.6,"","","","BIRLATR"
"542932","BIRTYR","C","BIRLA TYRES LIMITED",5.7,1,"542932",0,0,0,0,"BIRLATYRE","BIRLA TYRES LIMITED","","","","","","","","","","",5.16,10,"INE0AEJ01013",6.01,3.78,58.1,2.52,"","","","BIRLATYRE"
"517001","BIRYAM","C","BIRLA POWER SOLUTIONS LIMITED",0.09,1,"517001",0,0,0,0,"BIRLAPOWER","BIRLA POWER SOLUTIONS LIMITED","","","","","","","","","","",0.09,1,"INE224B01024",0.31,0.05,7.92,0.05,"","","","BIRLAPOWER"
"531671","BISPLA","DR","BISIL PLAST LIMITED",2.7,1,"531671",0,0,0,0,"BISIL","BISIL PLAST LIMITED","","","","","","","","","","",2.46,1,"INE214D01021",3.1,1.43,11.74,0.1,"","","","BISIL"
"519226","BISTEA","DR","BISHNAUTH TEA CO. LTD",0,1,"519226",0,0,0,0,"","BISHNAUTH TEA CO. LTD","","","","","","","","","","",0,10,"INE211A01015",40.35,25.05,300,25.05,"","","",""
"526709","BITS","C","BITS LTD",3.16,1,"526709",0,0,0,0,"BITS","BITS LTD","","","","","","","","","","",3.04,2,"INE839A01021",4.24,0.3,17.25,0.04,"","","","BITS"
"543926","BIZCOM","DR","BIZOTIC COMMERCIAL LIMITED",55.19,1,"543926",0,0,0,0,"BIZOTIC","BIZOTIC COMMERCIAL LIMITED","","","","","","","","","","",45.17,10,"INE0OJ401014",182,43.11,182,43.11,"","","","BIZOTIC"
"531647","BJDUPL","C","B.J.DUPLEX BOARDS",7.87,1,"531647",0,0,0,0,"BJDUP","B.J.DUPLEX BOARDS","","","","","","","","","","",0.79,1,"INE265C01025",0,0,17.55,3.8,"","","","BJDUP"
"516112","BKDUPL","C","B.K. DUPLEX BOARD",2.37,1,"516112",0,0,0,0,"BKDUPLEX","B.K. DUPLEX BOARD","","","","","","","","","","",2.15,10,"INE212C01019",10.16,2.16,23.25,0.6,"","","","BKDUPLEX"
"531570","BLAMAR","C","BLAZON MARBLES LTD",1.6,1,"531570",0,0,0,0,"BLAZONMRB","BLAZON MARBLES LTD","","","","","","","","","","",1.46,2,"INE096H01023",54.65,1.53,54.65,0.05,"","","","BLAZONMRB"
"514183","BLAROS","DR","BLACK ROSE INDUSTRIES LIMITED",167,1,"514183",0,0,0,0,"BLACKROSE","BLACK ROSE INDUSTRIES LIMITED","","","","","","","","","","",111.4,1,"INE761G01016",173.2,118,239,0.05,"","","","BLACKROSE"
"532290","BLBLTD","C","BLB LIMITED",19.41,1,"532290",0,0,0,0,"BLBLIMITED","BLB LIMITED","","","","","","","","","","",17.57,1,"INE791A01024",52.73,16.53,83.65,2.19,"","","","BLBLIMITED"
"506197","BLIGVS","DR","BLISS GVS PHARMA LIMITED",122.9,1,"506197",0,0,0,0,"BLISSGVS","BLISS GVS PHARMA LIMITED","","","","","","","","","","",82,1,"INE416D01022",148.95,75.53,230,0.02,"","","","BLISSGVS"
"532719","BLKASH","DR","B L KASHYAP AND SONS LTD",112.14,1,"532719",0,0,0,0,"BLKASHYAP","B L KASHYAP AND SONS LTD","","","","","","","","","","",74.76,1,"INE350H01032",95,38.93,230,3.37,"","","","BLKASHYAP"
"526225","BLODEK","C","BLOOM DEKOR LTD",12.29,1,"526225",0,0,0,0,"BLOOM","BLOOM DEKOR LTD","","","","","","","","","","",11.13,10,"INE253C01013",14.85,8.9,93,1.55,"","","","BLOOM"
"513422","BLOIND","DR","BLOOM INDUSTRIES",28.16,1,"513422",0,0,0,0,"BLOIN","BLOOM INDUSTRIES","","","","","","","","","","",23.04,10,"INE373E01015",41,20.42,41,1.2,"","","","BLOIN"
"500066","BLOPLA","DR","BLOW PLAST LTD",0,1,"500066",0,0,0,0,"","BLOW PLAST LTD","","","","","","","","","","",0,10,"INE051A01015",158.3,73,211.67,8,"","","",""
"544107","BLSESE","DR","BLS E-SERVICES LIMITED",333.4,1,"544107",0,0,0,0,"BLSE","BLS E-SERVICES LIMITED","","","","","","","","","","",222.3,10,"INE0NLT01010",423,220.3,423,220.3,"","","","BLSE"
"531175","BLSINF","C","BLS INFOTECH LIMITED",2.96,1,"531175",0,0,0,0,"BLSINFOTE","BLS INFOTECH LIMITED","","","","","","","","","","",2.86,1,"INE606B01022",6.19,1.32,8.52,0.05,"","","","BLSINFOTE"
"540073","BLSINT","DR","BLS INTERNATIONAL SERVICES LTD",441.3,1,"540073",0,0,0,0,"BLS","BLS INTERNATIONAL SERVICES LTD","","","","","","","","","","",294.2,1,"INE153T01027",430,191.5,430,6.81,"","","","BLS"
"532781","BLUBIR","C","BLUE BIRD (INDIA) LIMITED",0.88,1,"532781",0,0,0,0,"BLUEBIRD","BLUE BIRD (INDIA) LIMITED","","","","","","","","","","",0.8,10,"INE697H01010",3.41,0.83,109,0.83,"","","","BLUEBIRD"
"502761","BLUBLE","C","BLUE BLENDS (INDIA) LTD",1.01,1,"502761",0,0,0,0,"BLUBLND-B","BLUE BLENDS (INDIA) LTD","","","","","","","","","","",0.93,10,"INE113O01014",1.2,0.69,120,0.69,"","","","BLUBLND-B"
"531936","BLUC","C","BLUE CHIP INDIA LIMITED",3.78,1,"531936",0,0,0,0,"BLUECHIP","BLUE CHIP INDIA LIMITED","","","","","","","","","","",3.64,2,"INE657B01025",3.75,0.5,40.25,0.12,"","","","BLUECHIP"
"506981","BLUCHI","DR","BLUE CHIP TEX INDUSTRIES LTD",197.4,1,"506981",0,0,0,0,"BLUECHIPT","BLUE CHIP TEX INDUSTRIES LTD","","","","","","","","","","",131.6,10,"INE472D01017",218.5,126.9,283.45,1.1,"","","","BLUECHIPT"
"508939","BLUCIR","C","BLUE CIRCLE SERVICES LTD",9.74,1,"508939",0,0,0,0,"BLCISER","BLUE CIRCLE SERVICES LTD","","","","","","","","","","",9.26,10,"INE526K01031",40.25,9.74,850,1.33,"","","","BLCISER"
"539607","BLUCLO","DR","BLUE CLOUD SOFTECH SOL LTD",163.51,1,"539607",0,0,0,0,"BLUECLOUDS","BLUE CLOUD SOFTECH SOL LTD","","","","","","","","","","",147.95,2,"INE373T01039",151.54,46.08,151.54,0.3,"","","","BLUECLOUDS"
"531495","BLUCOA","C","BLUE COAST HOTELS AND RESORTS",6.65,1,"531495",0,0,0,0,"BLUECOAST","BLUE COAST HOTELS AND RESORTS","","","","","","","","","","",6.03,10,"INE472B01011",6.34,3.78,360,2.97,"","","","BLUECOAST"
"526612","BLUDAR","DR","BLUE DART EXPRESS LTD",9417.95,1,"526612",0,0,0,0,"BLUEDART","BLUE DART EXPRESS LTD","","","","","","","","","","",6278.65,10,"INE233B01017",8194.95,5490,9639.45,7.3,"","","","BLUEDART"
"532346","BLUIN","DR","BLUE STAR INFOTECH LIMITED",348.45,1,"532346",0,0,0,0,"BLUESTINFO","BLUE STAR INFOTECH LIMITED","","","","","","","","","","",232.35,10,"INE504B01011",315.7,161,400,25.8,"","","","BLUESTINFO"
"544009","BLUJET","DR","BLUE JET HEALTHCARE LIMITED",439,1,"544009",0,0,0,0,"BLUEJET","BLUE JET HEALTHCARE LIMITED","","","","","","","","","","",359.2,2,"INE0KBH01020",433.25,319.4,433.25,319.4,"","","","BLUEJET"
"935310","BLUND1","DR","BLUE DART S3 9.5 20NV19 FVRS10",13.18,1,"935310",0,0,0,0,"BLUENCDSR3","BLUE DART S3 9.5 20NV19 FVRS10","","","","","","","","","","",8.8,10,"INE233B08103",12,9.94,13.01,9,"","","","BLUENCDSR3"
"935308","BLUND2","DR","BLUE DART SR I 9.3 20NV17 FV10",12,1,"935308",0,0,0,0,"BLUENCDSR1","BLUE DART SR I 9.3 20NV17 FV10","","","","","","","","","","",8,10,"INE233B08087",12.5,9.5,12.5,9,"","","","BLUENCDSR1"
"935309","BLUND3","DR","BLUE DART SRII 9.4 20NV18 FV10",12.58,1,"935309",0,0,0,0,"BLUENCDSR2","BLUE DART SRII 9.4 20NV18 FV10","","","","","","","","","","",8.4,10,"INE233B08095",11,9.5,12,9.25,"","","","BLUENCDSR2"
