"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"19307","VISPRO","SM","VISHNUSURYA PROJ AND INFRA LTD",0.01,1,"","",0,10,"INE0PQ001012",0,0,465.45,73,"","","",0,0,0,213.35,193.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VISHNUINFR"
"19308","MAMRE1","BE","MARSHALL MACHINES LTD RE",0.01,1,"","",0,1,"INE00SZ20018",10,1.9,10,1.9,"","","",0,0,0,2.65,1.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MARSHAL-RE"
"19314","ADIND4","N0","8% ADITYA BIRLA FIN. OCT 26",0.01,1,"","",0,1000,"INE860H07IQ0",0,0,1080,901,"","","",0,0,0,1224.61,816.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","8ABFL26"
"19322","HISMET","EQ","HISAR METAL INDUSTRIES LTD",0.01,1,"","",0,10,"INE598C01011",251.9,134.15,251.9,28.05,"","","",0,0,0,237.52,158.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HISARMETAL"
"19323","ADIND5","N1","0% ADITYA BIRLA FIN. OCT 26",0.01,1,"","",0,1000,"INE860H07IR8",0,0,0,0,"","","",0,0,0,1234.8,823.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ABFL26"
"19333","ADIND6","N2","8.05% ADITYA BIRLA FIN. OCT 28",0.01,1,"","",0,1000,"INE860H07IT4",0,0,1015,1015,"","","",0,0,0,1308,872,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","805ABFL28"
"19335","ADIND7","N3","0% ADITYA BIRLA FIN. OCT 28",0.01,1,"","",0,1000,"INE860H07IU2",0,0,0,0,"","","",0,0,0,1245.43,830.28,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ABFL28"
"19349","ADIND8","N4","ADITYA BIRLA FINANCE 09OCT33",0.01,1,"","",0,1000,"INE860H07IP2",0,0,1040,1003,"","","",0,0,0,1200,800,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","78ABFL33"
"19351","ADIND9","N5","8.1% ADITYA BIRLA FIN. OCT 33",0.01,1,"","",0,1000,"INE860H07IS6",0,0,1068,1041.3,"","","",0,0,0,1248,832,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","81ABFL33"
"19352","PROIN","SM","PROLIFE INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE994V01012",0,0,337.55,22.9,"","","",0,0,0,231.15,209.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PROLIFE"
"19356","GOYSAL","SM","GOYAL SALT LIMITED",0.01,1,"","",0,10,"INE0QFE01017",0,0,249,123.5,"","","",0,0,0,212.55,141.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GOYALSALT"
"19368","CANAUT","SM","CANARYS AUTOMATIONS LIMITEDEQ",0.01,1,"","",0,2,"INE0QG301017",0,0,62,27,"","","",0,0,0,60,40,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CANARYS"
"1937","KREBIO","EQ","KREBS BIOCHEMICALS & INDUSTRIE",0.01,1,"","",0,10,"INE268B01013",93.95,60.35,283.99,46.58,"","","",0,0,0,86.48,57.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KREBSBIO"
"19370","ASIWES","BE","ASIAN HOTELS (WEST) LIMITED",0.01,1,"","",0,10,"INE915K01010",339.4,191,498,85,"","","",0,0,0,151.35,136.94,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","AHLWEST"
"19372","SPAENT","EQ","SPACENET ENTERPRISES INDIA LTD",0.01,1,"","",0,1,"INE970N01027",39.4,15.35,39.4,0.05,"","","",0,0,0,39.73,26.48,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SPCENET"
"19380","SHRRE1","BE","SHRIRAM TRAN FIN RIGHTS ENTITL",0.01,1,"","",0,10,"INE721A20013",134.8,85,134.8,85,"","","",0,0,0,182.95,78.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SRTRANS-RE"
"19386","ONELOG","SM","ONECLICK LOGISTICS INDIA LTD",0.01,1,"","",0,10,"INE0OPS01011",0,0,140,54.1,"","","",0,0,0,75.6,50.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","OLIL"
"19392","PVRRE1","BE","PVR LIMITED RIGHTS ENTITLEMENT",0.01,1,"","",0,0,"INE191H20014",367.9,215.05,367.9,215.05,"","","",0,0,0,392.1,168.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PVR-RE"
"19394","BODCON","BE","BODHTREE CONSULTING LIMITED",0.01,1,"","",0,10,"INE104F01011",34.2,7.6,49.85,7.6,"","","",0,0,0,14.45,13.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BODHTREE"
"19401","BORLIM","EQ","BOROSIL LIMITED",0.01,1,"","",0,1,"INE02PY01013",482.2,285.25,498.7,130,"","","",0,0,0,413.2,275.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BOROLTD"
"19410","ROSBIO","EQ","ROSSARI BIOTECH LIMITED",0.01,1,"","",0,2,"INE02A801020",903.85,656.95,1619,536.35,"","","",0,0,0,917.25,611.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ROSSARI"
"19415","REFRE1","BE","REFEX INDUSTRIES RIGHTS ENTITL",0.01,1,"","",0,10,"INE056I20017",24.5,3.8,24.5,3.8,"","","",0,0,0,12.25,5.25,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","REFEX-RE"
"19430","EMPSUG","EQ","EMPEE SUGARS & CHEMICALS LTD",0.01,1,"","",0,10,"INE928B01012",9.05,3.6,84.9,0.05,"","","",0,0,0,4.7,3.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EMPEESUG"
"19438","ASIEAS","EQ","ASIAN HOTELS (EAST) LIMITED",0.01,1,"","",0,10,"INE926K01017",182.9,119.5,326.67,74.27,"","","",0,0,0,170.55,113.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","AHLEAST"
"19440","SICAL","BE","SICAL LOGISTICS LIMITED",0.01,1,"","",0,10,"INE075B01020",298.25,97,580,5.1,"","","",0,0,0,148.05,133.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SICALLOG"
"19447","CAPTRU","EQ","CAPITAL TRUST LTD",0.01,1,"","",0,10,"INE707C01018",147.8,70.8,569.85,44.4,"","","",0,0,0,138.74,92.49,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CAPTRUST"
"19456","SGBT65","GB","2.50% SOV. GOLD BOND 20 SEP 31",0.01,1,"","",0,5923,"IN0020230093",0,0,7635,5813,"","","",0,0,0,8150.42,6668.53,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SGBSEP31II"
"19458","PLAWIR","EQ","PLAZA WIRES LIMITED",0.01,1,"","",0,1,"INE0INJ01017",173.5,74.9,173.5,74.9,"","","",0,0,0,106.2,70.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PLAZACABLE"
"1946","ADCIND","EQ","ADC INDIA COMMUNICATIONS LIMIT",0.01,1,"","",0,10,"INE833A01016",0,0,785,25.6,"","","",0,0,0,56.4,37.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KRONECOMM"
"19465","KARI","SM","KARNIKA INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE0MGA01012",0,0,331.2,75,"","","",0,0,0,282.15,230.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KARNIKA"
"19469","SHACHU","SM","SHARP CHUCKS AND MACHINES",0.01,1,"","",0,10,"INE460Q01014",0,0,134,55,"","","",0,0,0,119.7,79.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SCML"
"1949","KSBPUM","EQ","KSB LIMITED",0.01,1,"","",0,10,"INE999A01015",5190,2013.35,5190,18.58,"","","",0,0,0,5539.25,3692.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KSB"
"19492","PLAINF","SM","PLADA INFOTECH SERVICES LTD",0.01,1,"","",0,10,"INE0PXD01014",0,0,60,24.5,"","","",0,0,0,36.7,24.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PLADAINFO"
"19498","SECCON","BE","SECMARK CONSULTANCY LIMITED",0.01,1,"","",0,10,"INE0BTM01013",145.35,71.35,145.35,71.35,"","","",0,0,0,109.25,98.84,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SECMARK"
"19501","TANCON","EQ","TANTIA CONSTRUCTIONS LIMITED",0.01,1,"","",0,1,"INE388G01026",48.35,14.5,158.8,1,"","","",0,0,0,51.06,46.19,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TCLCONS"
"19513","COMCAR","SM","COMMITTED CARGO CARE LIMITED",0.01,1,"","",0,10,"INE597Z01014",0,0,87,49.15,"","","",0,0,0,64.8,43.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","COMMITTED"
"19525","INDINV","EQ","INDUSTRIAL INVESTMENT TRUST LT",0.01,1,"","",0,10,"INE886A01014",280,98,288.75,46.8,"","","",0,0,0,177.29,160.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IITL"
"19531","BAJCOR","EQ","BAJAJ  CONSUMER CARE LIMITED",0.01,1,"","",0,1,"INE933K01021",273.84,183.1,525,73.4,"","","",0,0,0,311.88,207.92,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BAJAJCON"
"19543","HDFGOL","EQ","HDFC GOLD ETF",0.01,1,"","",0,100,"INF179KC1981",65.91,49.5,65.91,18.25,"","","",0,0,0,74.5,49.67,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HDFCGOLD"
"19556","BHAHOS","EQ","BHANDARI HOSIERY EXPORTS LTD",0.01,1,"","",0,1,"INE474E01029",12.45,4.05,14.18,0.53,"","","",0,0,0,9.74,6.49,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BHANDARI"
"19563","VARPP1","E1","VARANIUM CLOUD LTD PP",0.01,1,"","",0,1,"IN90JOO01011",0,0,0,0,"","","",0,0,0,51.5,42.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CLOUDPP"
"19578","UGASUG","EQ","UGAR SUGAR WORKS LTD",0.01,1,"","",0,1,"INE071E01023",135.9,64.05,135.9,7.35,"","","",0,0,0,103.2,68.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","UGARSUGAR"
"19579","ARVCOM","SM","ARVIND N COM SHIPPING AGENCIES",0.01,1,"","",0,10,"INE0P4T01013",0,0,84,38.05,"","","",0,0,0,58.8,39.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ACSAL"
"19585","BSE","EQ","BSE LIMITED",0.01,1,"","",0,2,"INE118H01025",3264.7,565,3264.7,91.67,"","","",0,0,0,3251.1,2167.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BSE"
