Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
BSE,957445,1,85ABHF27,85ABHF27,F,0.01,
BSE,957444,1,899ABHF26,899ABHF26,F,0.01,
BSE,957443,1,91ABHF26B,91ABHF26B,F,0.01,
BSE,957442,1,91ABHF26A,91ABHF26A,F,0.01,
BSE,957441,1,91ABHF26,91ABHF26,F,0.01,
BSE,957422,1,895ABHF26,895ABHF26,F,0.01,
BSE,957419,1,812SCL25,812SCL25,F,0.01,
BSE,957409,1,845IIL28,845IIL28,F,0.01,
BSE,957402,1,794NABAR33,794NABAR33,F,0.01,
BSE,957398,1000,840ILFSL25,840ILFSL25,F,0.01,
BSE,957393,1,775NABAR33,775NABAR33,F,0.01,
BSE,957385,10,925EFCL28,925EFCL28,F,0.01,
BSE,957381,10,845ICCL28,845ICCL28,F,0.01,
BSE,957375,1,925JKBL24,925JKBL24,F,0.01,
BSE,957360,1,105ESFBL24,105ESFBL24,F,0.01,
BSE,957280,1,88IFSLPER,88IFSLPER,F,0.01,
BSE,957253,1,935AFS27,935AFS27,F,0.01,
BSE,957246,1,975ERFLPER,975ERFLPER,F,0.01,
BSE,957237,1,774PGCIL32,774PGCIL32,F,0.01,
BSE,957236,1,774PGCIL31,774PGCIL31,F,0.01,
BSE,957235,1,774PGCIL30,774PGCIL30,F,0.01,
BSE,957234,1,774PGCIL29,774PGCIL29,F,0.01,
BSE,957233,1,774PGCIL28,774PGCIL28,F,0.01,
BSE,957232,1,925ERCS27,925ERCS27,F,0.01,
BSE,957228,1,875HCFSER,875HCFSER,F,0.01,
BSE,957225,1,762PFCL27,762PFCL27,F,0.01,
BSE,957223,1,825KMPL27,825KMPL27,F,0.01,
BSE,957222,1,77REC27,77REC27,F,0.01,
BSE,957220,10,94AKCF24,94AKCF24,F,0.01,
BSE,957209,1,975UPPCL27,975UPPCL27,F,0.01,
BSE,957208,1,975UPPCL26,975UPPCL26,F,0.01,
BSE,957207,1,975UPPCL25,975UPPCL25,F,0.01,
BSE,957197,1,78NABARD32,78NABARD32,F,0.01,
BSE,957196,10,845ICCL27A,845ICCL27A,F,0.01,
BSE,957192,2,12MFLPERA,12MFLPERA,F,0.01,
BSE,957189,10,95SIBL28,95SIBL28,F,0.01,
BSE,957187,2,12MFLPER,12MFLPER,F,0.01,
BSE,957186,1,765PFCL27,765PFCL27,F,0.01,
BSE,957180,1,764NHAI32,764NHAI32,F,0.01,
BSE,957179,1,2EARCL27F,2EARCL27F,F,0.01,
BSE,957173,10,845ICCL27,845ICCL27,F,0.01,
BSE,957172,1,81HCFSL27,81HCFSL27,F,0.01,
BSE,957170,1,768NEEPC25,768NEEPC25,F,0.01,
BSE,957166,1,799TPCL24,799TPCL24,F,0.01,
BSE,957144,1,754IRFC27,754IRFC27,F,0.01,
BSE,957135,1,84MBEL30,84MBEL30,F,0.01,
BSE,957134,1,84MBEL29,84MBEL29,F,0.01,
BSE,957133,1,84MBEL28,84MBEL28,F,0.01,
BSE,957132,1,84MBEL27,84MBEL27,F,0.01,
BSE,957131,1,84MBEL26,84MBEL26,F,0.01,
BSE,957130,1,84MBEL25,84MBEL25,F,0.01,
BSE,957121,1000,788ILFSL24,788ILFSL24,F,0.01,
BSE,957109,1,765APSEZ27,765APSEZ27,F,0.01,
BSE,957102,1,95TBVFL24,95TBVFL24,F,0.01,
BSE,957093,10,EIPPZC27,EIPPZC27,F,0.01,
BSE,957090,1,923RCFL27,923RCFL27,F,0.01,
BSE,957083,1,925ERFL27A,925ERFL27A,F,0.01,
BSE,957073,1,820SFL27,820SFL27,F,0.01,
BSE,957067,1,747IWAI27,747IWAI27,F,0.01,
BSE,957052,1,746BFL24,746BFL24,F,0.01,
BSE,957050,1,925ECL27A,925ECL27A,F,0.01,
BSE,957039,1,780YES27A,780YES27A,F,0.01,
BSE,956948,1,780YES27,780YES27,F,0.01,
BSE,956939,1,748NABAR32,748NABAR32,F,0.01,
BSE,956936,1,796PCHFL27,796PCHFL27,F,0.01,
BSE,956930,10000,13WHREPL37,13WHREPL37,F,0.01,
BSE,956929,1000,785ILFS27,785ILFS27,F,0.01,
BSE,956927,1,808AFL27,808AFL27,F,0.01,
BSE,956922,1,727NABAR32,727NABAR32,F,0.01,
BSE,956909,1,850ECL27,850ECL27,F,0.01,
BSE,956905,1,735NHPC27,735NHPC27,F,0.01,
BSE,956904,1,735NHPC26,735NHPC26,F,0.01,
BSE,956903,1,735NHPC25,735NHPC25,F,0.01,
BSE,956889,1000,770ILFSL27,770ILFSL27,F,0.01,
BSE,956883,1,803SCL27,803SCL27,F,0.01,
BSE,956882,10,835SCL27,835SCL27,F,0.01,
BSE,956863,1,925ECL27,925ECL27,F,0.01,
BSE,956844,1,733IRFC27,733IRFC27,F,0.01,
BSE,956836,1,2EARC27E,2EARC27E,F,0.01,
BSE,956835,1,2EARC27D,2EARC27D,F,0.01,
BSE,956821,1,738NHAI32,738NHAI32,F,0.01,
BSE,956808,1,12STIPL27,12STIPL27,F,0.01,
BSE,956802,1,925ERFL27,925ERFL27,F,0.01,
BSE,956799,1,73PFCL27,73PFCL27,F,0.01,
BSE,956797,1,720PGCIL27,720PGCIL27,F,0.01,
BSE,956787,1,11PFLPER,11PFLPER,F,0.01,
BSE,956775,1000,770ILFS27,770ILFS27,F,0.01,
BSE,956760,1,730PGCIL27,730PGCIL27,F,0.01,
BSE,956752,1,82HCFSL27,82HCFSL27,F,0.01,
BSE,956718,1,747ICICI27,747ICICI27,F,0.01,
BSE,956714,1,78LTF29,78LTF29,F,0.01,
BSE,956710,1,99ERCL27A,99ERCL27A,F,0.01,
BSE,956707,1,714NHAI47,714NHAI47,F,0.01,
BSE,956700,1,99ERCL27,99ERCL27,F,0.01,
BSE,956692,10,AHREPZC27,AHREPZC27,F,0.01,
BSE,956683,1,756HBL27,756HBL27,F,0.01,
BSE,956670,1,8RPL35,8RPL35,F,0.01,
BSE,956666,1,950AFSL27,950AFSL27,F,0.01,
BSE,956655,10,88EFCL27,88EFCL27,F,0.01,
BSE,956631,1,727IRFC27,727IRFC27,F,0.01,
BSE,956620,10,965ECL27,965ECL27,F,0.01,
BSE,956618,10,960ECL25A,960ECL25A,F,0.01,
BSE,956617,1,815BFL27,815BFL27,F,0.01,
BSE,956607,1,766ABL27,766ABL27,F,0.01,
BSE,956597,1,850MRHF27B,850MRHF27B,F,0.01,
BSE,956594,1,ATCPLZC27,ATCPLZC27,F,0.01,
BSE,956577,1,724NHAI47,724NHAI47,F,0.01,
BSE,956552,1,810BFL32,810BFL32,F,0.01,
BSE,956536,1,752NHPC27,752NHPC27,F,0.01,
BSE,956535,1,752NHPC26,752NHPC26,F,0.01,
BSE,956533,1,752NHPC25,752NHPC25,F,0.01,
BSE,956530,1,744PFCL27,744PFCL27,F,0.01,
BSE,956528,1,749IRFC27,749IRFC27,F,0.01,
BSE,956470,1,850MRHF27A,850MRHF27A,F,0.01,
BSE,956427,1,82LTF32,82LTF32,F,0.01,
BSE,956338,1,1010PFL27,1010PFL27,F,0.01,
BSE,956337,1,850MRHFL27,850MRHFL27,F,0.01,
BSE,956322,1,1025ECL99A,1025ECL99A,F,0.01,
BSE,956321,1,1025ECL99,1025ECL99,F,0.01,
BSE,956318,1,85AFL27,85AFL27,F,0.01,
BSE,956276,10,975ECL27,975ECL27,F,0.01,
BSE,956260,1,825ISEC27,825ISEC27,F,0.01,
BSE,956235,1,2EARC27C,2EARC27C,F,0.01,
BSE,956233,1,2EARC27B,2EARC27B,F,0.01,
BSE,956208,1,150HDFC27A,150HDFC27A,F,0.01,
BSE,956193,1,905RCL27,905RCL27,F,0.01,
BSE,956189,1000,823ILFSL27,823ILFSL27,F,0.01,
BSE,956177,1,150HDFCB27,150HDFCB27,F,0.01,
BSE,956150,1,848UPPCL27,848UPPCL27,F,0.01,
BSE,956149,1,848UPPCL26,848UPPCL26,F,0.01,
BSE,956148,1,848UPPCL25,848UPPCL25,F,0.01,
BSE,956143,1,805IREDA27,805IREDA27,F,0.01,
BSE,956141,1,754NABAR32,754NABAR32,F,0.01,
BSE,956136,1,812IREDA27,812IREDA27,F,0.01,
BSE,956100,1,2EARC7A,2EARC7A,F,0.01,
BSE,956092,1,835NICL27,835NICL27,F,0.01,
BSE,956078,1,95KTL40,95KTL40,F,0.01,
BSE,956077,1,95KTL39,95KTL39,F,0.01,
BSE,956076,1,95KTL38,95KTL38,F,0.01,
BSE,956075,1,95KTL37,95KTL37,F,0.01,
BSE,956074,1,95KTL36,95KTL36,F,0.01,
BSE,956073,1,95KTL35,95KTL35,F,0.01,
BSE,956072,1,95KTL34,95KTL34,F,0.01,
BSE,956071,1,95KTL33,95KTL33,F,0.01,
BSE,956070,1,914KTL32,914KTL32,F,0.01,
BSE,956069,1,914KTL31,914KTL31,F,0.01,
BSE,956068,1,914KTL30,914KTL30,F,0.01,
BSE,956067,1,914KTL29,914KTL29,F,0.01,
BSE,956066,1,914KTL28,914KTL28,F,0.01,
BSE,956065,1,88KTL27,88KTL27,F,0.01,
BSE,956064,1,88KTL26,88KTL26,F,0.01,
BSE,956063,1,88KTL25,88KTL25,F,0.01,
BSE,956048,1,85500KMI27,85500KMI27,F,0.01,
BSE,956046,1,830MRHFL27,830MRHFL27,F,0.01,
BSE,956041,1,2EARC27,2EARC27,F,0.01,
BSE,955999,1,783IRFC27,783IRFC27,F,0.01,
BSE,955992,1,1108HDFC27,1108HDFC27,F,0.01,
BSE,955986,1,775PFCL27,775PFCL27,F,0.01,
BSE,955958,1,960FEL25A,960FEL25A,F,0.01,
BSE,955942,1,771NABAR32,771NABAR32,F,0.01,
BSE,955912,1,804NABAR32,804NABAR32,F,0.01,
BSE,955902,1,795REC27,795REC27,F,0.01,
BSE,955882,1,789PGCIL27,789PGCIL27,F,0.01,
BSE,955858,1,785IREDA27,785IREDA27,F,0.01,
BSE,955852,1,790IWAI27,790IWAI27,F,0.01,
BSE,955845,1,822APSEZ27,822APSEZ27,F,0.01,
BSE,955840,1,115PFLPERP,115PFLPERP,F,0.01,
BSE,955817,1,1025PFL27,1025PFL27,F,0.01,
BSE,955815,1,9ECL27,9ECL27,F,0.01,
BSE,955805,1,76IREDA27,76IREDA27,F,0.01,
BSE,955784,1,76PFCL27,76PFCL27,F,0.01,
BSE,955782,1000,85ILFSFS27,85ILFSFS27,F,0.01,
BSE,955772,1,897UPPCL27,897UPPCL27,F,0.01,
BSE,955771,1,897UPPCL26,897UPPCL26,F,0.01,
BSE,955770,1,897UPPCL25,897UPPCL25,F,0.01,
BSE,955697,1,722IREDA27,722IREDA27,F,0.01,
BSE,955693,1,115PFLPER,115PFLPER,F,0.01,
BSE,955641,1,805LTF27A,805LTF27A,F,0.01,
BSE,955625,1,1040PFL27,1040PFL27,F,0.01,
BSE,955610,1,718PFCL27,718PFCL27,F,0.01,
BSE,955603,1,734NABAR32,734NABAR32,F,0.01,
BSE,955600,1,722NHAI47,722NHAI47,F,0.01,
BSE,955590,10,EFCLNIFT27,EFCLNIFT27,F,0.01,
BSE,955588,1,716NABAR32,716NABAR32,F,0.01,
BSE,955584,1,71PFCL27,71PFCL27,F,0.01,
BSE,955561,1,723PFCL27,723PFCL27,F,0.01,
BSE,955542,1,104PFL27,104PFL27,F,0.01,
BSE,955522,1,810IIL26,810IIL26,F,0.01,
BSE,955513,1,805LTF27,805LTF27,F,0.01,
BSE,955512,1,85SFL26,85SFL26,F,0.01,
BSE,955498,1,73NABARD31,73NABARD31,F,0.01,
BSE,955488,1,748NABAR31,748NABAR31,F,0.01,
BSE,955484,1,754REC26,754REC26,F,0.01,
BSE,955483,1,97TGDCL26,97TGDCL26,F,0.01,
BSE,955462,1,835KMIL26,835KMIL26,F,0.01,
BSE,955445,1,805HDBFS26,805HDBFS26,F,0.01,
BSE,955443,1,736PGCIL26,736PGCIL26,F,0.01,
BSE,955442,1,755PGCIL31,755PGCIL31,F,0.01,
BSE,955431,1,737NTPC31,737NTPC31,F,0.01,
BSE,955398,1,104PFL26,104PFL26,F,0.01,
BSE,955389,1,824IIL26A,824IIL26A,F,0.01,
BSE,955359,1000,868ILFSL26,868ILFSL26,F,0.01,
BSE,955331,1,850SFL26,850SFL26,F,0.01,
BSE,955329,1,805BFL26A,805BFL26A,F,0.01,
BSE,955319,1,10SIDC26,10SIDC26,F,0.01,
BSE,955311,1,824APSEZ26,824APSEZ26,F,0.01,
BSE,955310,1,84MRHFL26,84MRHFL26,F,0.01,
BSE,955294,1,790SPTL26,790SPTL26,F,0.01,
BSE,955282,1,784ABL26,784ABL26,F,0.01,
BSE,955257,1,795LTF26,795LTF26,F,0.01,
BSE,955256,1,9AHFL26,9AHFL26,F,0.01,
BSE,955251,1,772HDFCB26,772HDFCB26,F,0.01,
BSE,955248,1,815LTF26,815LTF26,F,0.01,
BSE,955229,1,752REC26,752REC26,F,0.01,
BSE,955208,1,885RCL26A,885RCL26A,F,0.01,
BSE,955207,1,885RCL26,885RCL26,F,0.01,
BSE,955183,1,749NTPC31,749NTPC31,F,0.01,
BSE,955174,1,795SPTL26,795SPTL26,F,0.01,
BSE,955156,1,995ERFL26,995ERFL26,F,0.01,
BSE,955147,1,975AHFL26A,975AHFL26A,F,0.01,
BSE,955145,1,720NABAR31,720NABAR31,F,0.01,
BSE,955126,1,738NABAR31,738NABAR31,F,0.01,
BSE,955113,1,830LTF26,830LTF26,F,0.01,
BSE,955094,1,975AHF26A,975AHF26A,F,0.01,
BSE,955092,1,10AHFL26A,10AHFL26A,F,0.01,
BSE,955091,1,975AHFL26,975AHFL26,F,0.01,
BSE,955089,1,759THDC26,759THDC26,F,0.01,
BSE,955087,1,8300LTH26,8300LTH26,F,0.01,
BSE,955054,1,843LTF31,843LTF31,F,0.01,
BSE,955052,1,843LTF26,843LTF26,F,0.01,
BSE,955032,1000,850ILFSL26,850ILFSL26,F,0.01,
BSE,955031,1,806BFL29,806BFL29,F,0.01,
BSE,955027,1000,869ILFSL26,869ILFSL26,F,0.01,
BSE,955000,1,845BFL26,845BFL26,F,0.01,
BSE,954991,10,PREPLZC28,PREPLZC28,F,0.01,
BSE,954989,1,755PFCL26A,755PFCL26A,F,0.01,
BSE,954984,1,84300LTF,84300LTF,F,0.01,
BSE,954979,1,815TSL26,815TSL26,F,0.01,
BSE,954977,1,757MML26,757MML26,F,0.01,
BSE,954975,1,8YES26,8YES26,F,0.01,
BSE,954935,1,805BFL26,805BFL26,F,0.01,
BSE,954934,1,10AHFL26,10AHFL26,F,0.01,
BSE,954925,1,925BCL26A,925BCL26A,F,0.01,
BSE,954922,1,756PFCL26,756PFCL26,F,0.01,
BSE,954921,1,795HDFC26,795HDFC26,F,0.01,
BSE,954875,1,747NTPC26,747NTPC26,F,0.01,
BSE,954872,1,121PFLPER,121PFLPER,F,0.01,
BSE,954855,1,9RCL26A,9RCL26A,F,0.01,
BSE,954853,1,9RCL26,9RCL26,F,0.01,
BSE,954850,1000,851ILFS26,851ILFS26,F,0.01,
BSE,954841,1,824IIL26,824IIL26,F,0.01,
BSE,954815,1,855LTF31,855LTF31,F,0.01,
BSE,954799,1,14APHPL25A,14APHPL25A,F,0.01,
BSE,954798,1,14APHPL25,14APHPL25,F,0.01,
BSE,954796,1,840ICICI26,840ICICI26,F,0.01,
BSE,954795,1,845ICICI25,845ICICI25,F,0.01,
BSE,954781,1,768NHAI41,768NHAI41,F,0.01,
BSE,954744,1,925BCL26,925BCL26,F,0.01,
BSE,954741,1,758NTPC26,758NTPC26,F,0.01,
BSE,954738,1000,875ILFSF26,875ILFSF26,F,0.01,
BSE,954734,1,875BFL26B,875BFL26B,F,0.01,
BSE,954731,1,797PGCIL31,797PGCIL31,F,0.01,
BSE,954730,1,797PGCIL26,797PGCIL26,F,0.01,
BSE,954728,1,813PGCIL25,813PGCIL25,F,0.01,
BSE,954726,1,813PGCIL31,813PGCIL31,F,0.01,
BSE,954725,1,813PGCIL30,813PGCIL30,F,0.01,
BSE,954724,1,813PGCIL29,813PGCIL29,F,0.01,
BSE,954723,1,813PGCIL28,813PGCIL28,F,0.01,
BSE,954722,1,813PGCIL27,813PGCIL27,F,0.01,
BSE,954721,1,813PGCIL26,813PGCIL26,F,0.01,
BSE,954712,1,910RGICL26,910RGICL26,F,0.01,
BSE,954711,10,10BUDPL27B,10BUDPL27B,F,0.01,
BSE,954709,1,10BUDPL27A,10BUDPL27A,F,0.01,
BSE,954708,10,10BUDPL27,10BUDPL27,F,0.01,
BSE,954707,1,962PTCIF25,962PTCIF25,F,0.01,
BSE,954704,10,ECLNIFT26A,ECLNIFT26A,F,0.01,
BSE,954696,1,790HDFCB26,790HDFCB26,F,0.01,
BSE,954678,1,863LTF831,863LTF831,F,0.01,
BSE,954665,1,763PFCL26,763PFCL26,F,0.01,
BSE,954648,1,887SFL26,887SFL26,F,0.01,
BSE,954634,1,880AFL26,880AFL26,F,0.01,
BSE,954614,1,990SF25,990SF25,F,0.01,
BSE,954598,1,990SFL25,990SFL25,F,0.01,
BSE,954588,1,865LTF31,865LTF31,F,0.01,
BSE,954576,1000,890ILFSL26,890ILFSL26,F,0.01,
BSE,954549,1,803NHAI41,803NHAI41,F,0.01,
BSE,954534,1,899MRHF26,899MRHF26,F,0.01,
BSE,954533,1,879HDBFS26,879HDBFS26,F,0.01,
BSE,954527,10,EARCNIFE26,EARCNIFE26,F,0.01,
BSE,954508,1,1210PFLC,1210PFLC,F,0.01,
BSE,954481,10,EARCNIF26E,EARCNIF26E,F,0.01,
BSE,954464,1,890SCL26,890SCL26,F,0.01,
BSE,954461,1,885BFL26A,885BFL26A,F,0.01,
BSE,954448,1,885BFL26,885BFL26,F,0.01,
BSE,954442,10,IVEPLZC28,IVEPLZC28,F,0.01,
BSE,954435,10,EARCNIF26,EARCNIF26,F,0.01,
BSE,954427,1,878LTF26,878LTF26,F,0.01,
BSE,954408,1,877LTF26,877LTF26,F,0.01,
BSE,954394,10,EARCNIF26D,EARCNIF26D,F,0.01,
BSE,954382,10,EARCNIF26C,EARCNIF26C,F,0.01,
BSE,954378,10,EARCNIF26B,EARCNIF26B,F,0.01,
BSE,954375,1,935APSE26A,935APSE26A,F,0.01,
BSE,954364,10,10EARC26A,10EARC26A,F,0.01,
BSE,954362,10,10EARC26,10EARC26,F,0.01,
BSE,954318,1,865BFL26,865BFL26,F,0.01,
BSE,954311,1,9SCL26A,9SCL26A,F,0.01,
BSE,954310,10,930SCL26,930SCL26,F,0.01,
BSE,954307,2,1210PFLB,1210PFLB,F,0.01,
BSE,954299,10,EARCNIFT26,EARCNIFT26,F,0.01,
BSE,954287,1,857IIL26,857IIL26,F,0.01,
BSE,954264,1,920BOM26,920BOM26,F,0.01,
BSE,954232,1,88LTF26A,88LTF26A,F,0.01,
BSE,954231,1,846HDFC26A,846HDFC26A,F,0.01,
BSE,954226,1,88LTF26,88LTF26,F,0.01,
BSE,954185,1,846HDFCB26,846HDFCB26,F,0.01,
BSE,954183,1,1015ECL26,1015ECL26,F,0.01,
BSE,954176,1,875LTF26A,875LTF26A,F,0.01,
BSE,954171,2,1210PFLA,1210PFLA,F,0.01,
BSE,954166,1,12SCNL25,12SCNL25,F,0.01,
BSE,954142,1,960ECL26C,960ECL26C,F,0.01,
BSE,954131,1,9SCFL26A,9SCFL26A,F,0.01,
BSE,954113,1,935APSEZ26,935APSEZ26,F,0.01,
BSE,954076,1,910MRHF26C,910MRHF26C,F,0.01,
BSE,954058,1,844HDFCB26,844HDFCB26,F,0.01,
BSE,954056,1,9SCL26C,9SCL26C,F,0.01,
BSE,954052,1,961ECL26,961ECL26,F,0.01,
BSE,954048,1,85ABL26,85ABL26,F,0.01,
BSE,954041,1,810NTPC31,810NTPC31,F,0.01,
BSE,954040,1,810NTPC26,810NTPC26,F,0.01,
BSE,954029,1,910MRHF26P,910MRHF26P,F,0.01,
BSE,954028,1,910MRHF26A,910MRHF26A,F,0.01,
BSE,954005,1,962NIDO26,962NIDO26,F,0.01,
BSE,954000,1,960ECL26A,960ECL26A,F,0.01,
BSE,953988,1,845HDFCB26,845HDFCB26,F,0.01,
BSE,953986,10,ECLNIFT26,ECLNIFT26,F,0.01,
BSE,953965,1,9SCL26,9SCL26,F,0.01,
BSE,953957,1,835HDFCB26,835HDFCB26,F,0.01,
BSE,953950,1,867LTF26,867LTF26,F,0.01,
BSE,953948,1,940AHFL26,940AHFL26,F,0.01,
BSE,953943,1,851IIL26,851IIL26,F,0.01,
BSE,953907,1,910MRHF26B,910MRHF26B,F,0.01,
BSE,953906,1,890MRHFL26,890MRHFL26,F,0.01,
BSE,953904,1,910MRHFL26,910MRHFL26,F,0.01,
BSE,953899,1,805NTPC26,805NTPC26,F,0.01,
BSE,953896,1,832HDFCB26,832HDFCB26,F,0.01,
BSE,953894,1,87ISEC26,87ISEC26,F,0.01,
BSE,953888,1,9SCL2026,9SCL2026,F,0.01,
BSE,953885,1,803PFCL26,803PFCL26,F,0.01,
BSE,953877,1,922SFL26,922SFL26,F,0.01,
BSE,953876,1,920SFL26,920SFL26,F,0.01,
BSE,953833,1,9SCL26R,9SCL26R,F,0.01,
BSE,953806,1000,885ILFSF26,885ILFSF26,F,0.01,
BSE,953792,1000,885ILFS26,885ILFS26,F,0.01,
BSE,953764,1,955AHFL26C,955AHFL26C,F,0.01,
BSE,953756,1,LTH300316,LTH300316,F,0.01,
BSE,953755,1,872LTF26,872LTF26,F,0.01,
BSE,953751,1000,903ILFS26,903ILFS26,F,0.01,
BSE,953740,1,880BFL26Y,880BFL26Y,F,0.01,
BSE,953739,10,1175CSFB31,1175CSFB31,F,0.01,
BSE,953726,1,880BFL26,880BFL26,F,0.01,
BSE,953711,1,930SFL26A,930SFL26A,F,0.01,
BSE,953700,1,890BFL26,890BFL26,F,0.01,
BSE,953688,1,9YES26A,9YES26A,F,0.01,
BSE,953687,1,1039HPSE26,1039HPSE26,F,0.01,
BSE,953685,1,930SFL26,930SFL26,F,0.01,
BSE,953682,1,865IIL26A,865IIL26A,F,0.01,
BSE,953677,1,965ECL26,965ECL26,F,0.01,
BSE,953675,1,865IIL26,865IIL26,F,0.01,
BSE,953674,10,950ECL26,950ECL26,F,0.01,
BSE,953670,1,8750LTF26,8750LTF26,F,0.01,
BSE,953659,1,890BFL26A,890BFL26A,F,0.01,
BSE,953649,1,704IRFC26A,704IRFC26A,F,0.01,
BSE,953621,1,955AHFL26B,955AHFL26B,F,0.01,
BSE,953618,1,950LTF16,950LTF16,F,0.01,
BSE,953589,1000,880ILFS26,880ILFS26,F,0.01,
BSE,953585,1,9SCFL26,9SCFL26,F,0.01,
BSE,953550,1,862IIL26,862IIL26,F,0.01,
BSE,953522,10,10BUDPL26D,10BUDPL26D,F,0.01,
BSE,953521,10,10BUDPL26C,10BUDPL26C,F,0.01,
BSE,953520,10,10BUDPL26B,10BUDPL26B,F,0.01,
BSE,953519,10,10BUDPL26A,10BUDPL26A,F,0.01,
BSE,953518,10,10BUDPL26,10BUDPL26,F,0.01,
BSE,953511,1,707NABAR26,707NABAR26,F,0.01,
BSE,953501,1,955AHFL26A,955AHFL26A,F,0.01,
BSE,953499,1,973LTF31,973LTF31,F,0.01,
BSE,953498,1,873LTF26,873LTF26,F,0.01,
BSE,953497,1,873LTF36,873LTF36,F,0.01,
BSE,953490,1,739NHAI31,739NHAI31,F,0.01,
BSE,953489,1,702NHAI26,702NHAI26,F,0.01,
BSE,953460,1000,890ILFSF26,890ILFSF26,F,0.01,
BSE,953453,1,10TGDCL26,10TGDCL26,F,0.01,
BSE,953449,1,845SBI26A,845SBI26A,F,0.01,
BSE,953441,1,840PGCI28A,840PGCI28A,F,0.01,
BSE,953440,1,84PGCIL30,84PGCIL30,F,0.01,
BSE,953439,1,840PGCI27A,840PGCI27A,F,0.01,
BSE,953438,1,840PGCI29A,840PGCI29A,F,0.01,
BSE,953437,1,840PGCI26B,840PGCI26B,F,0.01,
BSE,953436,1,840PGCIL30,840PGCIL30,F,0.01,
BSE,953435,1,840PGCIL26,840PGCIL26,F,0.01,
BSE,953434,1,840PGCIL29,840PGCIL29,F,0.01,
BSE,953432,1,840PGCIL28,840PGCIL28,F,0.01,
BSE,953431,1,840PGCIL27,840PGCIL27,F,0.01,
BSE,953428,1,840PGCI26A,840PGCI26A,F,0.01,
BSE,953427,1,840PGCIL25,840PGCIL25,F,0.01,
BSE,953420,1,832PGCIL30,832PGCIL30,F,0.01,
BSE,953417,1,832PGCIL25,832PGCIL25,F,0.01,
BSE,953414,1,815PGCIL30,815PGCIL30,F,0.01,
BSE,953413,1,815PGCIL25,815PGCIL25,F,0.01,
BSE,953403,1,875LTF26,875LTF26,F,0.01,
BSE,953401,1,870IIL26II,870IIL26II,F,0.01,
BSE,953385,1,880IDBI26,880IDBI26,F,0.01,
BSE,953383,1,865PNB26,865PNB26,F,0.01,
BSE,953289,1,955AHFL26,955AHFL26,F,0.01,
BSE,953285,10,960ECL26,960ECL26,F,0.01,
BSE,953276,1,845SBI26,845SBI26,F,0.01,
BSE,953272,10,891NSEPL26,891NSEPL26,F,0.01,
BSE,953271,10,891NSEPL27,891NSEPL27,F,0.01,
BSE,953266,1,960AHFL26B,960AHFL26B,F,0.01,
BSE,953262,1,960AHFL26A,960AHFL26A,F,0.01,
BSE,953254,10,872NSEPL25,872NSEPL25,F,0.01,
BSE,953250,1,960AHFL26,960AHFL26,F,0.01,
BSE,953237,1,86IIL26,86IIL26,F,0.01,
BSE,953235,1,905YES26,905YES26,F,0.01,
BSE,953225,1,863LTF36,863LTF36,F,0.01,
BSE,953224,1,863LTF31,863LTF31,F,0.01,
BSE,953223,1,863LTF26,863LTF26,F,0.01,
BSE,953220,1,9YES26,9YES26,F,0.01,
BSE,953197,1,840SBI25,840SBI25,F,0.01,
BSE,953180,1,862IDBI26,862IDBI26,F,0.01,
BSE,953179,1,862IDBI30,862IDBI30,F,0.01,
BSE,953177,1,96AHFL26,96AHFL26,F,0.01,
BSE,953176,1,9KMIL25,9KMIL25,F,0.01,
BSE,953154,1,981ECL25,981ECL25,F,0.01,
BSE,953153,1,840SBOI25,840SBOI25,F,0.01,
BSE,953148,1,138JSFBL27,138JSFBL27,F,0.01,
BSE,953144,1,890YES25,890YES25,F,0.01,
BSE,953139,10,960ECL25,960ECL25,F,0.01,
BSE,953113,1,819NTPC25,819NTPC25,F,0.01,
BSE,953107,1,835HDFCB25,835HDFCB25,F,0.01,
BSE,953102,1,855LTF25,855LTF25,F,0.01,
BSE,953077,1,1945MGMR20,1945MGMR20,F,0.01,
BSE,953067,1,93ELR28Z,93ELR28Z,F,0.01,
BSE,953066,1,93ELR28Y,93ELR28Y,F,0.01,
BSE,953065,1,93ELR27X,93ELR27X,F,0.01,
BSE,953064,1,93ELR27W,93ELR27W,F,0.01,
BSE,953063,1,93ELR26V,93ELR26V,F,0.01,
BSE,953062,1,93ELR26U,93ELR26U,F,0.01,
BSE,953061,1,93ELR25T,93ELR25T,F,0.01,
BSE,953060,1,93ELR25S,93ELR25S,F,0.01,
BSE,953010,1,85IIL25,85IIL25,F,0.01,
BSE,952993,10,ARPZC27,ARPZC27,F,0.01,
BSE,952990,1,894BFL25A,894BFL25A,F,0.01,
BSE,952989,10,881TFC25,881TFC25,F,0.01,
BSE,952965,1,825ABL25,825ABL25,F,0.01,
BSE,952960,1,981LTMRH35,981LTMRH35,F,0.01,
BSE,952920,1,894BFL25,894BFL25,F,0.01,
BSE,952917,1,8258RIL25,8258RIL25,F,0.01,
BSE,952914,1,890MMFSL25,890MMFSL25,F,0.01,
BSE,952906,1,870BFL25,870BFL25,F,0.01,
BSE,952901,1,918ECL25,918ECL25,F,0.01,
BSE,952894,1,925MRHFL25,925MRHFL25,F,0.01,
BSE,952885,1,980ECL2025,980ECL2025,F,0.01,
