Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,ALKEM,35021,FUTSTK,XX,-1,ALKEM LABORATORIES LTD.,ALKEM SEP FUT,ALKEM26SEP24F,2024-09-26,100,0.05
NFO,nse_fo,AMBUJACEM,35022,FUTSTK,XX,-1,AMBUJA CEMENTS LTD,AMBUJACEM SEP FUT,AMBUJACEM26SEP24F,2024-09-26,900,0.05
NFO,nse_fo,APOLLOHOSP,35023,FUTSTK,XX,-1,APOLLO HOSPITALS ENTER. L,APOLLOHOSP SEP FUT,APOLLOHOSP26SEP24F,2024-09-26,125,0.05
NFO,nse_fo,APOLLOTYRE,35024,FUTSTK,XX,-1,APOLLO TYRES LTD,APOLLOTYRE SEP FUT,APOLLOTYRE26SEP24F,2024-09-26,1700,0.05
NFO,nse_fo,FINNIFTY,35025,FUTIDX,XX,-1,FINNIFTY,FINNIFTY SEP FUT,FINNIFTY24SEP24F,2024-09-24,25,0.05
NFO,nse_fo,ASHOKLEY,35045,FUTSTK,XX,-1,ASHOK LEYLAND LTD,ASHOKLEY SEP FUT,ASHOKLEY26SEP24F,2024-09-26,5000,0.05
NFO,nse_fo,ASIANPAINT,35046,FUTSTK,XX,-1,ASIAN PAINTS LIMITED,ASIANPAINT SEP FUT,ASIANPAINT26SEP24F,2024-09-26,200,0.05
NFO,nse_fo,ASTRAL,35049,FUTSTK,XX,-1,ASTRAL LIMITED,ASTRAL SEP FUT,ASTRAL26SEP24F,2024-09-26,367,0.05
NFO,nse_fo,ATUL,35058,FUTSTK,XX,-1,ATUL LTD,ATUL SEP FUT,ATUL26SEP24F,2024-09-26,100,0.05
NFO,nse_fo,BANKNIFTY,35075,FUTIDX,XX,-1,BANKNIFTY,BANKNIFTY SEP FUT,BANKNIFTY25SEP24F,2024-09-25,15,0.05
NFO,nse_fo,NIFTY,35089,FUTIDX,XX,-1,NIFTY,NIFTY NOV FUT,NIFTY28NOV24F,2024-11-28,25,0.05
NFO,nse_fo,AUBANK,35090,FUTSTK,XX,-1,AU SMALL FINANCE BANK LTD,AUBANK SEP FUT,AUBANK26SEP24F,2024-09-26,1000,0.05
NFO,nse_fo,AUROPHARMA,35096,FUTSTK,XX,-1,AUROBINDO PHARMA LTD,AUROPHARMA SEP FUT,AUROPHARMA26SEP24F,2024-09-26,550,0.05
NFO,nse_fo,AXISBANK,35098,FUTSTK,XX,-1,AXIS BANK LIMITED,AXISBANK SEP FUT,AXISBANK26SEP24F,2024-09-26,625,0.05
NFO,nse_fo,BAJAJ-AUTO,35099,FUTSTK,XX,-1,BAJAJ AUTO LIMITED,BAJAJ-AUTO SEP FUT,BAJAJ-AUTO26SEP24F,2024-09-26,75,0.05
NFO,nse_fo,BAJAJFINSV,35114,FUTSTK,XX,-1,BAJAJ FINSERV LTD.,BAJAJFINSV SEP FUT,BAJAJFINSV26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,FINNIFTY,35117,FUTIDX,XX,-1,FINNIFTY,FINNIFTY NOV FUT,FINNIFTY26NOV24F,2024-11-26,25,0.05
NFO,nse_fo,BAJFINANCE,35122,FUTSTK,XX,-1,BAJAJ FINANCE LIMITED,BAJFINANCE SEP FUT,BAJFINANCE26SEP24F,2024-09-26,125,0.05
NFO,nse_fo,BALKRISIND,35123,FUTSTK,XX,-1,BALKRISHNA IND. LTD,BALKRISIND SEP FUT,BALKRISIND26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,AARTIIND,35129,FUTSTK,XX,-1,AARTI INDUSTRIES LTD,AARTIIND NOV FUT,AARTIIND28NOV24F,2024-11-28,1000,0.05
NFO,nse_fo,BALRAMCHIN,35132,FUTSTK,XX,-1,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN SEP FUT,BALRAMCHIN26SEP24F,2024-09-26,1600,0.05
NFO,nse_fo,BANDHANBNK,35133,FUTSTK,XX,-1,BANDHAN BANK LIMITED,BANDHANBNK SEP FUT,BANDHANBNK26SEP24F,2024-09-26,2800,0.01
NFO,nse_fo,BANKBARODA,35134,FUTSTK,XX,-1,BANK OF BARODA,BANKBARODA SEP FUT,BANKBARODA26SEP24F,2024-09-26,2925,0.05
NFO,nse_fo,BATAINDIA,35136,FUTSTK,XX,-1,BATA INDIA LTD,BATAINDIA SEP FUT,BATAINDIA26SEP24F,2024-09-26,375,0.05
NFO,nse_fo,ABB,35137,FUTSTK,XX,-1,ABB INDIA LIMITED,ABB NOV FUT,ABB28NOV24F,2024-11-28,125,0.05
NFO,nse_fo,BEL,35149,FUTSTK,XX,-1,BHARAT ELECTRONICS LTD,BEL SEP FUT,BEL26SEP24F,2024-09-26,2850,0.05
NFO,nse_fo,NIFTYNXT50,35150,FUTIDX,XX,-1,NIFTYNXT50,NIFTYNXT50 NOV FUT,NIFTYNXT5029NOV24F,2024-11-29,10,0.05
NFO,nse_fo,BERGEPAINT,35151,FUTSTK,XX,-1,BERGER PAINTS (I) LTD,BERGEPAINT SEP FUT,BERGEPAINT26SEP24F,2024-09-26,1320,0.05
NFO,nse_fo,BHARATFORG,35156,FUTSTK,XX,-1,BHARAT FORGE LTD,BHARATFORG SEP FUT,BHARATFORG26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,BHARTIARTL,35157,FUTSTK,XX,-1,BHARTI AIRTEL LIMITED,BHARTIARTL SEP FUT,BHARTIARTL26SEP24F,2024-09-26,475,0.05
NFO,nse_fo,BHEL,35180,FUTSTK,XX,-1,BHEL,BHEL SEP FUT,BHEL26SEP24F,2024-09-26,2625,0.05
NFO,nse_fo,BIOCON,35181,FUTSTK,XX,-1,BIOCON LIMITED.,BIOCON SEP FUT,BIOCON26SEP24F,2024-09-26,2500,0.05
NFO,nse_fo,BOSCHLTD,35182,FUTSTK,XX,-1,BOSCH LIMITED,BOSCHLTD SEP FUT,BOSCHLTD26SEP24F,2024-09-26,25,0.05
NFO,nse_fo,BPCL,35186,FUTSTK,XX,-1,BHARAT PETROLEUM CORP  LT,BPCL SEP FUT,BPCL26SEP24F,2024-09-26,1800,0.05
NFO,nse_fo,BRITANNIA,35189,FUTSTK,XX,-1,BRITANNIA INDUSTRIES LTD,BRITANNIA SEP FUT,BRITANNIA26SEP24F,2024-09-26,200,0.05
NFO,nse_fo,BSOFT,35194,FUTSTK,XX,-1,BIRLASOFT LIMITED,BSOFT SEP FUT,BSOFT26SEP24F,2024-09-26,1000,0.05
NFO,nse_fo,CANBK,35196,FUTSTK,XX,-1,CANARA BANK,CANBK SEP FUT,CANBK26SEP24F,2024-09-26,6750,0.01
NFO,nse_fo,CANFINHOME,35199,FUTSTK,XX,-1,CAN FIN HOMES LTD,CANFINHOME SEP FUT,CANFINHOME26SEP24F,2024-09-26,975,0.05
NFO,nse_fo,CHAMBLFERT,35202,FUTSTK,XX,-1,CHAMBAL FERTILIZERS LTD,CHAMBLFERT SEP FUT,CHAMBLFERT26SEP24F,2024-09-26,1900,0.05
NFO,nse_fo,CHOLAFIN,35205,FUTSTK,XX,-1,CHOLAMANDALAM IN & FIN CO,CHOLAFIN SEP FUT,CHOLAFIN26SEP24F,2024-09-26,625,0.05
NFO,nse_fo,NIFTY,35217,OPTIDX,CE,30000,NIFTY,NIFTY 26th DEC 30000 CE,NIFTY26DEC24C30000,2024-12-26,25,0.05
NFO,nse_fo,NIFTY,35218,OPTIDX,PE,30000,NIFTY,NIFTY 26th DEC 30000 PE,NIFTY26DEC24P30000,2024-12-26,25,0.05
NFO,nse_fo,NIFTY,35219,OPTIDX,CE,30000,NIFTY,NIFTY 26th JUN25 30000 CE,NIFTY26JUN25C30000,2025-06-26,25,0.05
NFO,nse_fo,NIFTY,35220,OPTIDX,PE,30000,NIFTY,NIFTY 26th JUN25 30000 PE,NIFTY26JUN25P30000,2025-06-26,25,0.05
NFO,nse_fo,NIFTY,35221,OPTIDX,CE,30000,NIFTY,NIFTY 24th DEC25 30000 CE,NIFTY24DEC25C30000,2025-12-24,25,0.05
NFO,nse_fo,NIFTY,35222,OPTIDX,PE,30000,NIFTY,NIFTY 24th DEC25 30000 PE,NIFTY24DEC25P30000,2025-12-24,25,0.05
NFO,nse_fo,NIFTY,35229,OPTIDX,CE,30000,NIFTY,NIFTY 25th JUN26 30000 CE,NIFTY25JUN26C30000,2026-06-25,25,0.05
NFO,nse_fo,NIFTY,35231,OPTIDX,PE,30000,NIFTY,NIFTY 25th JUN26 30000 PE,NIFTY25JUN26P30000,2026-06-25,25,0.05
NFO,nse_fo,NIFTY,35235,OPTIDX,CE,30000,NIFTY,NIFTY 31st DEC26 30000 CE,NIFTY31DEC26C30000,2026-12-31,25,0.05
NFO,nse_fo,NIFTY,35237,OPTIDX,PE,30000,NIFTY,NIFTY 31st DEC26 30000 PE,NIFTY31DEC26P30000,2026-12-31,25,0.05
NFO,nse_fo,MIDCPNIFTY,35239,FUTIDX,XX,-1,MIDCPNIFTY,MIDCPNIFTY OCT FUT,MIDCPNIFTY28OCT24F,2024-10-28,50,0.05
NFO,nse_fo,CIPLA,35240,FUTSTK,XX,-1,CIPLA LTD,CIPLA SEP FUT,CIPLA26SEP24F,2024-09-26,650,0.05
NFO,nse_fo,COALINDIA,35242,FUTSTK,XX,-1,COAL INDIA LTD,COALINDIA SEP FUT,COALINDIA26SEP24F,2024-09-26,2100,0.05
NFO,nse_fo,COFORGE,35254,FUTSTK,XX,-1,COFORGE LIMITED,COFORGE SEP FUT,COFORGE26SEP24F,2024-09-26,150,0.05
NFO,nse_fo,COLPAL,35255,FUTSTK,XX,-1,COLGATE PALMOLIVE LTD.,COLPAL SEP FUT,COLPAL26SEP24F,2024-09-26,350,0.05
NFO,nse_fo,NIFTY,35262,OPTIDX,CE,30000,NIFTY,NIFTY 24th JUN27 30000 CE,NIFTY24JUN27C30000,2027-06-24,25,0.05
NFO,nse_fo,NIFTY,35263,OPTIDX,PE,30000,NIFTY,NIFTY 24th JUN27 30000 PE,NIFTY24JUN27P30000,2027-06-24,25,0.05
NFO,nse_fo,ATUL,35322,OPTSTK,CE,8700,ATUL LTD,ATUL SEP 8700 CE,ATUL26SEP24C8700,2024-09-26,100,0.05
NFO,nse_fo,CONCOR,35323,FUTSTK,XX,-1,CONTAINER CORP OF IND LTD,CONCOR SEP FUT,CONCOR26SEP24F,2024-09-26,1000,0.05
NFO,nse_fo,COROMANDEL,35324,FUTSTK,XX,-1,COROMANDEL INTERNTL. LTD,COROMANDEL SEP FUT,COROMANDEL26SEP24F,2024-09-26,700,0.05
NFO,nse_fo,CROMPTON,35325,FUTSTK,XX,-1,CROMPT GREA CON ELEC LTD,CROMPTON SEP FUT,CROMPTON26SEP24F,2024-09-26,1800,0.05
NFO,nse_fo,CUB,35328,FUTSTK,XX,-1,CITY UNION BANK LTD,CUB SEP FUT,CUB26SEP24F,2024-09-26,5000,0.01
NFO,nse_fo,ATUL,35330,OPTSTK,PE,8700,ATUL LTD,ATUL SEP 8700 PE,ATUL26SEP24P8700,2024-09-26,100,0.05
NFO,nse_fo,NIFTY,35346,OPTIDX,CE,30000,NIFTY,NIFTY 30th DEC27 30000 CE,NIFTY30DEC27C30000,2027-12-30,25,0.05
NFO,nse_fo,NIFTY,35347,OPTIDX,PE,30000,NIFTY,NIFTY 30th DEC27 30000 PE,NIFTY30DEC27P30000,2027-12-30,25,0.05
NFO,nse_fo,NIFTY,35352,OPTIDX,CE,30000,NIFTY,NIFTY 29th JUN28 30000 CE,NIFTY29JUN28C30000,2028-06-29,25,0.05
NFO,nse_fo,NIFTY,35353,OPTIDX,PE,30000,NIFTY,NIFTY 29th JUN28 30000 PE,NIFTY29JUN28P30000,2028-06-29,25,0.05
NFO,nse_fo,CUMMINSIND,35354,FUTSTK,XX,-1,CUMMINS INDIA LTD,CUMMINSIND SEP FUT,CUMMINSIND26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,DABUR,35355,FUTSTK,XX,-1,DABUR INDIA LTD,DABUR SEP FUT,DABUR26SEP24F,2024-09-26,1250,0.05
NFO,nse_fo,DALBHARAT,35360,FUTSTK,XX,-1,DALMIA BHARAT LIMITED,DALBHARAT SEP FUT,DALBHARAT26SEP24F,2024-09-26,275,0.05
NFO,nse_fo,DEEPAKNTR,35363,FUTSTK,XX,-1,DEEPAK NITRITE LTD,DEEPAKNTR SEP FUT,DEEPAKNTR26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,DIVISLAB,35364,FUTSTK,XX,-1,DIVI S LABORATORIES LTD,DIVISLAB SEP FUT,DIVISLAB26SEP24F,2024-09-26,200,0.05
NFO,nse_fo,DIXON,35365,FUTSTK,XX,-1,DIXON TECHNO (INDIA) LTD,DIXON SEP FUT,DIXON26SEP24F,2024-09-26,100,0.05
NFO,nse_fo,DLF,35366,FUTSTK,XX,-1,DLF LIMITED,DLF SEP FUT,DLF26SEP24F,2024-09-26,825,0.05
NFO,nse_fo,DRREDDY,35370,FUTSTK,XX,-1,DR. REDDY S LABORATORIES,DRREDDY SEP FUT,DRREDDY26SEP24F,2024-09-26,125,0.05
NFO,nse_fo,EICHERMOT,35371,FUTSTK,XX,-1,EICHER MOTORS LTD,EICHERMOT SEP FUT,EICHERMOT26SEP24F,2024-09-26,175,0.05
NFO,nse_fo,NIFTY,35382,FUTIDX,XX,-1,NIFTY,NIFTY OCT FUT,NIFTY31OCT24F,2024-10-31,25,0.05
NFO,nse_fo,AARTIIND,35383,FUTSTK,XX,-1,AARTI INDUSTRIES LTD,AARTIIND OCT FUT,AARTIIND31OCT24F,2024-10-31,1000,0.05
NFO,nse_fo,ABB,35384,FUTSTK,XX,-1,ABB INDIA LIMITED,ABB OCT FUT,ABB31OCT24F,2024-10-31,125,0.05
NFO,nse_fo,ESCORTS,35385,FUTSTK,XX,-1,ESCORTS KUBOTA LIMITED,ESCORTS SEP FUT,ESCORTS26SEP24F,2024-09-26,275,0.05
NFO,nse_fo,ABBOTINDIA,35386,FUTSTK,XX,-1,ABBOTT INDIA LIMITED,ABBOTINDIA OCT FUT,ABBOTINDIA31OCT24F,2024-10-31,20,0.05
NFO,nse_fo,EXIDEIND,35388,FUTSTK,XX,-1,EXIDE INDUSTRIES LTD,EXIDEIND SEP FUT,EXIDEIND26SEP24F,2024-09-26,1800,0.05
NFO,nse_fo,FEDERALBNK,35398,FUTSTK,XX,-1,FEDERAL BANK LTD,FEDERALBNK SEP FUT,FEDERALBNK26SEP24F,2024-09-26,5000,0.01
NFO,nse_fo,ABCAPITAL,35437,FUTSTK,XX,-1,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL OCT FUT,ABCAPITAL31OCT24F,2024-10-31,5400,0.01
NFO,nse_fo,ABFRL,35438,FUTSTK,XX,-1,ADITYA BIRLA FASHION & RT,ABFRL OCT FUT,ABFRL31OCT24F,2024-10-31,2600,0.05
NFO,nse_fo,ACC,35439,FUTSTK,XX,-1,ACC LIMITED,ACC OCT FUT,ACC31OCT24F,2024-10-31,300,0.05
NFO,nse_fo,ADANIENT,35442,FUTSTK,XX,-1,ADANI ENTERPRISES LIMITED,ADANIENT OCT FUT,ADANIENT31OCT24F,2024-10-31,300,0.05
NFO,nse_fo,ABBOTINDIA,35477,FUTSTK,XX,-1,ABBOTT INDIA LIMITED,ABBOTINDIA NOV FUT,ABBOTINDIA28NOV24F,2024-11-28,20,0.05
NFO,nse_fo,ABCAPITAL,35478,FUTSTK,XX,-1,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL NOV FUT,ABCAPITAL28NOV24F,2024-11-28,5400,0.01
NFO,nse_fo,BALRAMCHIN,35484,OPTSTK,CE,655,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN SEP 655 CE,BALRAMCHIN26SEP24C655,2024-09-26,1600,0.05
NFO,nse_fo,BALRAMCHIN,35498,OPTSTK,CE,700,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN SEP 700 CE,BALRAMCHIN26SEP24C700,2024-09-26,1600,0.05
NFO,nse_fo,GAIL,35523,FUTSTK,XX,-1,GAIL (INDIA) LTD,GAIL SEP FUT,GAIL26SEP24F,2024-09-26,4575,0.01
NFO,nse_fo,GLENMARK,35535,FUTSTK,XX,-1,GLENMARK PHARMACEUTICALS,GLENMARK SEP FUT,GLENMARK26SEP24F,2024-09-26,725,0.05
NFO,nse_fo,GMRINFRA,35536,FUTSTK,XX,-1,GMR AIRPORTS INFRA LTD,GMRINFRA SEP FUT,GMRINFRA26SEP24F,2024-09-26,11250,0.01
NFO,nse_fo,GNFC,35537,FUTSTK,XX,-1,GUJ NAR VAL FER & CHEM L,GNFC SEP FUT,GNFC26SEP24F,2024-09-26,1300,0.05
NFO,nse_fo,GODREJCP,35539,FUTSTK,XX,-1,GODREJ CONSUMER PRODUCTS,GODREJCP SEP FUT,GODREJCP26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,GODREJPROP,35540,FUTSTK,XX,-1,GODREJ PROPERTIES LTD,GODREJPROP SEP FUT,GODREJPROP26SEP24F,2024-09-26,225,0.05
NFO,nse_fo,GRANULES,35541,FUTSTK,XX,-1,GRANULES INDIA LIMITED,GRANULES SEP FUT,GRANULES26SEP24F,2024-09-26,2000,0.05
NFO,nse_fo,GRASIM,35542,FUTSTK,XX,-1,GRASIM INDUSTRIES LTD,GRASIM SEP FUT,GRASIM26SEP24F,2024-09-26,250,0.05
NFO,nse_fo,GUJGASLTD,35561,FUTSTK,XX,-1,GUJARAT GAS LIMITED,GUJGASLTD SEP FUT,GUJGASLTD26SEP24F,2024-09-26,1250,0.05
NFO,nse_fo,HAL,35562,FUTSTK,XX,-1,HINDUSTAN AERONAUTICS LTD,HAL SEP FUT,HAL26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,HAVELLS,35575,FUTSTK,XX,-1,HAVELLS INDIA LIMITED,HAVELLS SEP FUT,HAVELLS26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,HCLTECH,35580,FUTSTK,XX,-1,HCL TECHNOLOGIES LTD,HCLTECH SEP FUT,HCLTECH26SEP24F,2024-09-26,350,0.05
NFO,nse_fo,ABFRL,35592,FUTSTK,XX,-1,ADITYA BIRLA FASHION & RT,ABFRL NOV FUT,ABFRL28NOV24F,2024-11-28,2600,0.05
NFO,nse_fo,ACC,35593,FUTSTK,XX,-1,ACC LIMITED,ACC NOV FUT,ACC28NOV24F,2024-11-28,300,0.05
NFO,nse_fo,ADANIENT,35596,FUTSTK,XX,-1,ADANI ENTERPRISES LIMITED,ADANIENT NOV FUT,ADANIENT28NOV24F,2024-11-28,300,0.05
NFO,nse_fo,ADANIPORTS,35597,FUTSTK,XX,-1,ADANI PORT & SEZ LTD,ADANIPORTS NOV FUT,ADANIPORTS28NOV24F,2024-11-28,400,0.05
NFO,nse_fo,ALKEM,35598,FUTSTK,XX,-1,ALKEM LABORATORIES LTD.,ALKEM NOV FUT,ALKEM28NOV24F,2024-11-28,100,0.05
NFO,nse_fo,AMBUJACEM,35599,FUTSTK,XX,-1,AMBUJA CEMENTS LTD,AMBUJACEM NOV FUT,AMBUJACEM28NOV24F,2024-11-28,900,0.05
NFO,nse_fo,APOLLOHOSP,35600,FUTSTK,XX,-1,APOLLO HOSPITALS ENTER. L,APOLLOHOSP NOV FUT,APOLLOHOSP28NOV24F,2024-11-28,125,0.05
NFO,nse_fo,APOLLOTYRE,35601,FUTSTK,XX,-1,APOLLO TYRES LTD,APOLLOTYRE NOV FUT,APOLLOTYRE28NOV24F,2024-11-28,1700,0.05
NFO,nse_fo,HDFCAMC,35607,FUTSTK,XX,-1,HDFC AMC LIMITED,HDFCAMC SEP FUT,HDFCAMC26SEP24F,2024-09-26,150,0.05
NFO,nse_fo,HDFCBANK,35608,FUTSTK,XX,-1,HDFC BANK LTD,HDFCBANK SEP FUT,HDFCBANK26SEP24F,2024-09-26,550,0.05
NFO,nse_fo,HDFCLIFE,35609,FUTSTK,XX,-1,HDFC LIFE INS CO LTD,HDFCLIFE SEP FUT,HDFCLIFE26SEP24F,2024-09-26,1100,0.05
NFO,nse_fo,HEROMOTOCO,35610,FUTSTK,XX,-1,HERO MOTOCORP LIMITED,HEROMOTOCO SEP FUT,HEROMOTOCO26SEP24F,2024-09-26,150,0.05
NFO,nse_fo,HINDALCO,35636,FUTSTK,XX,-1,HINDALCO  INDUSTRIES  LTD,HINDALCO SEP FUT,HINDALCO26SEP24F,2024-09-26,1400,0.05
NFO,nse_fo,HINDCOPPER,35637,FUTSTK,XX,-1,HINDUSTAN COPPER LTD,HINDCOPPER SEP FUT,HINDCOPPER26SEP24F,2024-09-26,2650,0.05
NFO,nse_fo,HINDPETRO,35638,FUTSTK,XX,-1,HINDUSTAN PETROLEUM CORP,HINDPETRO SEP FUT,HINDPETRO26SEP24F,2024-09-26,2025,0.05
NFO,nse_fo,HINDUNILVR,35639,FUTSTK,XX,-1,HINDUSTAN UNILEVER LTD.,HINDUNILVR SEP FUT,HINDUNILVR26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,ICICIBANK,35640,FUTSTK,XX,-1,ICICI BANK LTD.,ICICIBANK SEP FUT,ICICIBANK26SEP24F,2024-09-26,700,0.05
NFO,nse_fo,ICICIGI,35641,FUTSTK,XX,-1,ICICI LOMBARD GIC LIMITED,ICICIGI SEP FUT,ICICIGI26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,ICICIPRULI,35699,FUTSTK,XX,-1,ICICI PRU LIFE INS CO LTD,ICICIPRULI SEP FUT,ICICIPRULI26SEP24F,2024-09-26,1500,0.05
NFO,nse_fo,IDEA,35700,FUTSTK,XX,-1,VODAFONE IDEA LIMITED,IDEA SEP FUT,IDEA26SEP24F,2024-09-26,40000,0.01
NFO,nse_fo,IDFC,35701,FUTSTK,XX,-1,IDFC LIMITED,IDFC SEP FUT,IDFC26SEP24F,2024-09-26,5000,0.01
NFO,nse_fo,IDFCFIRSTB,35707,FUTSTK,XX,-1,IDFC FIRST BANK LIMITED,IDFCFIRSTB SEP FUT,IDFCFIRSTB26SEP24F,2024-09-26,7500,0.01
NFO,nse_fo,IEX,35710,FUTSTK,XX,-1,INDIAN ENERGY EXC LTD,IEX SEP FUT,IEX26SEP24F,2024-09-26,3750,0.01
NFO,nse_fo,IGL,35711,FUTSTK,XX,-1,INDRAPRASTHA GAS LTD,IGL SEP FUT,IGL26SEP24F,2024-09-26,1375,0.05
NFO,nse_fo,INDHOTEL,35712,FUTSTK,XX,-1,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP FUT,INDHOTEL26SEP24F,2024-09-26,1000,0.05
NFO,nse_fo,INDIAMART,35717,FUTSTK,XX,-1,INDIAMART INTERMESH LTD,INDIAMART SEP FUT,INDIAMART26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,INDIGO,35718,FUTSTK,XX,-1,INTERGLOBE AVIATION LTD,INDIGO SEP FUT,INDIGO26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,INDUSINDBK,35719,FUTSTK,XX,-1,INDUSIND BANK LIMITED,INDUSINDBK SEP FUT,INDUSINDBK26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,INDUSTOWER,35720,FUTSTK,XX,-1,INDUS TOWERS LIMITED,INDUSTOWER SEP FUT,INDUSTOWER26SEP24F,2024-09-26,3400,0.05
NFO,nse_fo,INFY,35726,FUTSTK,XX,-1,INFOSYS LIMITED,INFY SEP FUT,INFY26SEP24F,2024-09-26,400,0.05
NFO,nse_fo,IOC,35762,FUTSTK,XX,-1,INDIAN OIL CORP LTD,IOC SEP FUT,IOC26SEP24F,2024-09-26,4875,0.01
NFO,nse_fo,IPCALAB,35763,FUTSTK,XX,-1,IPCA LABORATORIES LTD,IPCALAB SEP FUT,IPCALAB26SEP24F,2024-09-26,650,0.05
NFO,nse_fo,IRCTC,35764,FUTSTK,XX,-1,INDIAN RAIL TOUR CORP LTD,IRCTC SEP FUT,IRCTC26SEP24F,2024-09-26,875,0.05
NFO,nse_fo,ITC,35765,FUTSTK,XX,-1,ITC LTD,ITC SEP FUT,ITC26SEP24F,2024-09-26,1600,0.05
NFO,nse_fo,ASHOKLEY,35774,FUTSTK,XX,-1,ASHOK LEYLAND LTD,ASHOKLEY NOV FUT,ASHOKLEY28NOV24F,2024-11-28,5000,0.05
NFO,nse_fo,ASIANPAINT,35775,FUTSTK,XX,-1,ASIAN PAINTS LIMITED,ASIANPAINT NOV FUT,ASIANPAINT28NOV24F,2024-11-28,200,0.05
NFO,nse_fo,INFY,35776,OPTSTK,CE,2200,INFOSYS LIMITED,INFY SEP 2200 CE,INFY26SEP24C2200,2024-09-26,400,0.05
NFO,nse_fo,INFY,35777,OPTSTK,PE,2200,INFOSYS LIMITED,INFY SEP 2200 PE,INFY26SEP24P2200,2024-09-26,400,0.05
NFO,nse_fo,ASTRAL,35778,FUTSTK,XX,-1,ASTRAL LIMITED,ASTRAL NOV FUT,ASTRAL28NOV24F,2024-11-28,367,0.05
NFO,nse_fo,ATUL,35779,FUTSTK,XX,-1,ATUL LTD,ATUL NOV FUT,ATUL28NOV24F,2024-11-28,100,0.05
