Exchange,Token,LotSize,GNGD,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
NCX,ISABGOL20MAY2024,3,10,ISABGOL,ISABGOL20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,5,
NCX,GUARSEED1018OCT2024,5,10,GUARSEED10,GUARSEED1018OCT2024,18-OCT-2024,FUTCOM,XX,-0.01,1,
NCX,GUARSEED1020SEP2024,5,10,GUARSEED10,GUARSEED1020SEP2024,20-SEP-2024,FUTCOM,XX,-0.01,1,
NCX,GUARSEED1020AUG2024,5,10,GUARSEED10,GUARSEED1020AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,1,
NCX,GUARSEED1019JUL2024,5,10,GUARSEED10,GUARSEED1019JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,1,
NCX,GUARSEED1020JUN2024,5,10,GUARSEED10,GUARSEED1020JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,1,
NCX,GUARSEED1020MAY2024,5,10,GUARSEED10,GUARSEED1020MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,1,
NCX,GUARGUM518OCT2024,5,10,GUARGUM5,GUARGUM518OCT2024,18-OCT-2024,FUTCOM,XX,-0.01,1,
NCX,GUARGUM520SEP2024,5,10,GUARGUM5,GUARGUM520SEP2024,20-SEP-2024,FUTCOM,XX,-0.01,1,
NCX,GUARGUM520AUG2024,5,10,GUARGUM5,GUARGUM520AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,1,
NCX,GUARGUM519JUL2024,5,10,GUARGUM5,GUARGUM519JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,1,
NCX,GUARGUM520JUN2024,5,10,GUARGUM5,GUARGUM520JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,1,
NCX,GUARGUM520MAY2024,5,10,GUARGUM5,GUARGUM520MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,1,
NCX,GROUNDNUT19JUL2024,5,10,GROUNDNUT,GROUNDNUT19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,1,
NCX,GROUNDNUT20JUN2024,5,10,GROUNDNUT,GROUNDNUT20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,1,
NCX,GROUNDNUT20MAY2024,5,10,GROUNDNUT,GROUNDNUT20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,1,
NCX,DHANIYA20AUG2024,5,10,DHANIYA,DHANIYA20AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,2,
NCX,DHANIYA19JUL2024,5,10,DHANIYA,DHANIYA19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,2,
NCX,DHANIYA20JUN2024,5,10,DHANIYA,DHANIYA20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,2,
NCX,DHANIYA20MAY2024,5,10,DHANIYA,DHANIYA20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,2,
NCX,COTTON17APR2025,1,25,COTTON,COTTON17APR2025,17-APR-2025,FUTCOM,XX,-0.01,10,
NCX,COTTON20FEB2025,1,25,COTTON,COTTON20FEB2025,20-FEB-2025,FUTCOM,XX,-0.01,10,
NCX,COTTON20NOV2024,1,25,COTTON,COTTON20NOV2024,20-NOV-2024,FUTCOM,XX,-0.01,10,
NCX,COTTON18OCT2024,1,25,COTTON,COTTON18OCT2024,18-OCT-2024,FUTCOM,XX,-0.01,10,
NCX,COTTON19JUL2024,1,25,COTTON,COTTON19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,10,
NCX,COTTON20JUN2024,1,25,COTTON,COTTON20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,10,
NCX,COTTON20MAY2024,1,25,COTTON,COTTON20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,10,
NCX,COCUDAKL20AUG2024,10,10,COCUDAKL,COCUDAKL20AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,1,
NCX,COCUDAKL19JUL2024,10,10,COCUDAKL,COCUDAKL19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,1,
NCX,COCUDAKL20JUN2024,10,10,COCUDAKL,COCUDAKL20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,1,
NCX,COCUDAKL20MAY2024,10,10,COCUDAKL,COCUDAKL20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,1,
NCX,CASTOROIL20AUG2024,2,100,CASTOROIL,CASTOROIL20AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,0.5,
NCX,CASTOROIL19JUL2024,2,100,CASTOROIL,CASTOROIL19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,0.5,
NCX,CASTOROIL20JUN2024,2,100,CASTOROIL,CASTOROIL20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,0.5,
NCX,CASTOROIL20MAY2024,2,100,CASTOROIL,CASTOROIL20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,0.5,
NCX,CASTOR20AUG2024,5,10,CASTOR,CASTOR20AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,1,
NCX,CASTOR19JUL2024,5,10,CASTOR,CASTOR19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,1,
NCX,CASTOR20JUN2024,5,10,CASTOR,CASTOR20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,1,
NCX,CASTOR20MAY2024,5,10,CASTOR,CASTOR20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,1,
NCX,BARLEYJPR19JUL2024,10,10,BARLEYJPR,BARLEYJPR19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,0.5,
NCX,BARLEYJPR20JUN2024,10,10,BARLEYJPR,BARLEYJPR20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,0.5,
NCX,BARLEYJPR20MAY2024,10,10,BARLEYJPR,BARLEYJPR20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,0.5,
NCX,BAJRA20AUG2024,10,10,BAJRA,BAJRA20AUG2024,20-AUG-2024,FUTCOM,XX,-0.01,1,
NCX,BAJRA19JUL2024,10,10,BAJRA,BAJRA19JUL2024,19-JUL-2024,FUTCOM,XX,-0.01,1,
NCX,BAJRA20JUN2024,10,10,BAJRA,BAJRA20JUN2024,20-JUN-2024,FUTCOM,XX,-0.01,1,
NCX,BAJRA20MAY2024,10,10,BAJRA,BAJRA20MAY2024,20-MAY-2024,FUTCOM,XX,-0.01,1,
